Ubicac.técnica,Equipo,Tipo de equipo,Equipo superior
1003-MI1-EACA-WARR-WAR2011,800000007,R,600000014
1003-MI1-EACA-WARR-WAR2011,800000008,R,600000014
1003-MI1-EACA-WARR-WAR2001,800000009,R,600000018
1003-MI1-EACA-WARR-WAR2001,800000010,R,600000019
1003-MI1-EACA-WARR-WAR2001,800000011,R,600000019
1003-MI1-EACA-WARR-WAR2002,800000012,R,600000023
1003-MI1-EACA-WARR-WAR2002,800000013,R,600000024
1003-MI1-EACA-WARR-WAR2002,800000014,R,600000024
1003-MI1-EACA-WARR-WAR2035,800000015,R,600000028
1003-MI1-EACA-WARR-WAR2035,800000016,R,600000029
1003-MI1-EACA-WARR-WAR2035,800000017,R,600000029
1003-MI1-EACA-WARR-WAR2032,800000018,R,600000033
1003-MI1-EACA-WARR-WAR2032,800000019,R,600000034
1003-MI1-EACA-WARR-WAR2032,800000020,R,600000034
1003-MI1-EACA-WARR-WAR2006,800000021,R,600000038
1003-MI1-EACA-WARR-WAR2006,800000022,R,600000039
1003-MI1-EACA-WARR-WAR2006,800000023,R,600000039
1003-MI1-EACA-WARR-WAR2031,800000024,R,600000043
1003-MI1-EACA-WARR-WAR2031,800000025,R,600000044
1003-MI1-EACA-WARR-WAR2031,800000026,R,600000044
1003-MI1-EACA-WARR-WAR2013,800000027,R,600000048
1003-MI1-EACA-WARR-WAR2013,800000028,R,600000049
1003-MI1-EACA-WARR-WAR2013,800000029,R,600000049
1003-MI1-EACA-WARR-WAR2033,800000030,R,600000053
1003-MI1-EACA-WARR-WAR2033,800000031,R,600000054
1003-MI1-EACA-WARR-WAR2033,800000032,R,600000054
1003-MI1-EACA-WARR-WAR2010,800000033,R,600000058
1003-MI1-EACA-WARR-WAR2010,800000034,R,600000059
1003-MI1-EACA-WARR-WAR2010,800000035,R,600000059
1003-MI1-EACA-WARR-WAR2015,800000036,R,600000063
1003-MI1-EACA-WARR-WAR2015,800000037,R,600000064
1003-MI1-EACA-WARR-WAR2015,800000038,R,600000064
1003-MI1-EACA-WARR-WAR2018,800000039,R,600000068
1003-MI1-EACA-WARR-WAR2018,800000040,R,600000069
1003-MI1-EACA-WARR-WAR2018,800000041,R,600000069
1003-MI1-EACA-WARR-WAR2019,800000042,R,600000073
1003-MI1-EACA-WARR-WAR2019,800000043,R,600000074
1003-MI1-EACA-WARR-WAR2019,800000044,R,600000074
1003-MI1-EACA-WARR-WAR2024,800000045,R,600000078
1003-MI1-EACA-WARR-WAR2024,800000046,R,600000079
1003-MI1-EACA-WARR-WAR2024,800000047,R,600000079
1003-MI1-EACA-WARR-WAR2037,800000048,R,600000083
1003-MI1-EACA-WARR-WAR2037,800000049,R,600000084
1003-MI1-EACA-WARR-WAR2037,800000050,R,600000084
1003-MI1-EACA-WARR-WAR2034,800000051,R,600000088
1003-MI1-EACA-WARR-WAR2034,800000052,R,600000089
1003-MI1-EACA-WARR-WAR2034,800000053,R,600000089
1003-MI1-EACA-WARR-WAR2021,800000054,R,600000093
1003-MI1-EACA-WARR-WAR2021,800000055,R,600000094
1003-MI1-EACA-WARR-WAR2021,800000056,R,600000094
1003-MI1-EACA-WARR-WAR2022,800000057,R,600000098
1003-MI1-EACA-WARR-WAR2022,800000058,R,600000099
1003-MI1-EACA-WARR-WAR2022,800000059,R,600000099
1003-MI1-EACA-WARR-WAR2023,800000060,R,600000103
1003-MI1-EACA-WARR-WAR2023,800000061,R,600000104
1003-MI1-EACA-WARR-WAR2023,800000062,R,600000104
1003-MI1-EACA-WARR-WAR2003,800000063,R,600000108
1003-MI1-EACA-WARR-WAR2003,800000064,R,600000109
1003-MI1-EACA-WARR-WAR2003,800000065,R,600000109
1003-MI1-EACA-WARR-WAR2025,800000066,R,600000113
1003-MI1-EACA-WARR-WAR2025,800000067,R,600000114
1003-MI1-EACA-WARR-WAR2025,800000068,R,600000114
1003-MI1-EACA-WARR-WAR2027,800000069,R,600000118
1003-MI1-EACA-WARR-WAR2027,800000070,R,600000119
1003-MI1-EACA-WARR-WAR2027,800000071,R,600000119
1003-MI1-ESOS-LCON-LCO2005,800000072,R,600000123
1003-MI1-ESOS-LCON-LCO2005,800000073,R,600000123
1003-MI1-ESOS-LCON-LCO2005,800000074,R,600000123
1003-MI1-ESOS-LCON-LCO2006,800000075,R,600000128
1003-MI1-ESOS-LCON-LCO2006,800000076,R,600000128
1003-MI1-ESOS-LCON-LCO2006,800000077,R,600000128
1003-MI1-ESOS-LCON-LCO2006,800000078,R,600000128
1003-MI1-ESOS-LCON-LCO2004,800000079,R,600000132
1003-MI1-ESOS-LCON-LCO2004,800000080,R,600000132
1003-MI1-ESOS-LCON-LCO2004,800000081,R,600000132
1003-MI1-ECAR-SCOO-SCO2155,800000082,R,600000133
1003-MI1-ECAR-SCOO-SCO2155,800000083,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000084,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000085,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000086,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000087,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000088,R,600000134
1003-MI1-ECAR-SCOO-SCO2155,800000089,R,600000135
1003-MI1-ECAR-SCOO-SCO2155,800000090,R,600000135
1003-MI1-ECAR-SCOO-SCO2155,800000091,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000092,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000093,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000094,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000095,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000096,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000097,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000098,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000099,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000100,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000101,R,600000136
1003-MI1-ECAR-SCOO-SCO2155,800000102,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000103,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000104,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000105,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000106,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000107,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000108,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000109,R,600000137
1003-MI1-ECAR-SCOO-SCO2155,800000110,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000111,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000112,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000113,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000114,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000115,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000116,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000117,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000118,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000119,R,600000138
1003-MI1-ECAR-SCOO-SCO2155,800000120,R,600000139
1003-MI1-ECAR-SCOO-SCO2155,800000121,R,600000139
1003-MI1-EACA-WARR-WAR2014,800000122,R,600000175
1003-MI1-EACA-WARR-WAR2014,800000123,R,600000176
1003-MI1-EACA-WARR-WAR2014,800000124,R,600000176
1003-MI1-ESOS-LCON-LCO2007,800000125,R,600000180
1003-MI1-ESOS-LCON-LCO2007,800000126,R,600000180
1003-MI1-ESOS-LCON-LCO2007,800000127,R,600000180
1003-MI1-EACA-WARR-WAR2016,800000128,R,600000184
1003-MI1-EACA-WARR-WAR2016,800000129,R,600000185
1003-MI1-EACA-WARR-WAR2016,800000130,R,600000185
1003-MI1-EACA-WARR-WAR2028,800000131,R,600000189
1003-MI1-EACA-WARR-WAR2028,800000132,R,600000190
1003-MI1-EACA-WARR-WAR2028,800000133,R,600000190
1003-MI1-EACA-WARR-WAR2030,800000134,R,600000194
1003-MI1-EACA-WARR-WAR2030,800000135,R,600000195
1003-MI1-EACA-WARR-WAR2030,800000136,R,600000195
1003-MI1-EACA-WARR-WAR2036,800000137,R,600000199
1003-MI1-EACA-WARR-WAR2036,800000138,R,600000200
1003-MI1-EACA-WARR-WAR2036,800000139,R,600000200
1003-MI1-EACA-WARR-WAR2012,800000140,R,600000204
1003-MI1-EACA-WARR-WAR2012,800000141,R,600000205
1003-MI1-EACA-WARR-WAR2012,800000142,R,600000205
1003-MI1-EACA-WARR-WAR2008,800000143,R,600000209
1003-MI1-EACA-WARR-WAR2008,800000144,R,600000210
1003-MI1-EACA-WARR-WAR2008,800000145,R,600000210
1003-MI1-EACA-WARR-WAR2020,800000146,R,600000214
1003-MI1-EACA-WARR-WAR2020,800000147,R,600000215
1003-MI1-EACA-WARR-WAR2020,800000148,R,600000215
1003-MI1-EACA-WARR-WAR2004,800000149,R,600000219
1003-MI1-EACA-WARR-WAR2004,800000150,R,600000220
1003-MI1-EACA-WARR-WAR2004,800000151,R,600000220
1003-MI1-EACA-WARR-WAR2026,800000152,R,600000224
1003-MI1-EACA-WARR-WAR2026,800000153,R,600000225
1003-MI1-EACA-WARR-WAR2026,800000154,R,600000225
1003-MI1-EACA-WARR-WAR2029,800000155,R,600000229
1003-MI1-EACA-WARR-WAR2029,800000156,R,600000230
1003-MI1-EACA-WARR-WAR2029,800000157,R,600000230
1003-MI1-EACA-WARR-WAR2007,800000158,R,600000234
1003-MI1-EACA-WARR-WAR2007,800000159,R,600000235
1003-MI1-EACA-WARR-WAR2007,800000160,R,600000235
1003-MI1-ECAR-SCOO-SCO2146,800000161,R,600000236
1003-MI1-ECAR-SCOO-SCO2146,800000162,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000163,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000164,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000165,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000166,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000167,R,600000237
1003-MI1-ECAR-SCOO-SCO2146,800000168,R,600000238
1003-MI1-ECAR-SCOO-SCO2146,800000169,R,600000238
1003-MI1-ECAR-SCOO-SCO2146,800000170,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000171,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000172,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000173,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000174,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000175,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000176,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000177,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000178,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000179,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000180,R,600000239
1003-MI1-ECAR-SCOO-SCO2146,800000181,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000182,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000183,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000184,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000185,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000186,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000187,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000188,R,600000240
1003-MI1-ECAR-SCOO-SCO2146,800000189,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000190,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000191,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000192,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000193,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000194,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000195,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000196,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000197,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000198,R,600000241
1003-MI1-ECAR-SCOO-SCO2146,800000199,R,600000242
1003-MI1-ECAR-SCOO-SCO2146,800000200,R,600000242
1003-MI1-ECAR-SCOO-SCO2116,800000201,R,600000243
1003-MI1-ECAR-SCOO-SCO2116,800000202,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000203,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000204,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000205,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000206,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000207,R,600000244
1003-MI1-ECAR-SCOO-SCO2116,800000208,R,600000245
1003-MI1-ECAR-SCOO-SCO2116,800000209,R,600000245
1003-MI1-ECAR-SCOO-SCO2116,800000210,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000211,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000212,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000213,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000214,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000215,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000216,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000217,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000218,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000219,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000220,R,600000246
1003-MI1-ECAR-SCOO-SCO2116,800000221,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000222,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000223,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000224,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000225,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000226,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000227,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000228,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000229,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000230,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000231,R,600000247
1003-MI1-ECAR-SCOO-SCO2116,800000232,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000233,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000234,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000235,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000236,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000237,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000238,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000239,R,600000248
1003-MI1-ECAR-SCOO-SCO2116,800000240,R,600000249
1003-MI1-ECAR-SCOO-SCO2116,800000241,R,600000249
1003-MI1-ECAR-SCOO-SCO2102,800000242,R,600000250
1003-MI1-ECAR-SCOO-SCO2102,800000243,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000244,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000245,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000246,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000247,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000248,R,600000251
1003-MI1-ECAR-SCOO-SCO2102,800000249,R,600000252
1003-MI1-ECAR-SCOO-SCO2102,800000250,R,600000252
1003-MI1-ECAR-SCOO-SCO2102,800000251,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000252,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000253,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000254,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000255,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000256,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000257,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000258,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000259,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000260,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000261,R,600000253
1003-MI1-ECAR-SCOO-SCO2102,800000262,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000263,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000264,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000265,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000266,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000267,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000268,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000269,R,600000254
1003-MI1-ECAR-SCOO-SCO2102,800000270,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000271,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000272,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000273,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000274,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000275,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000276,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000277,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000278,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000279,R,600000255
1003-MI1-ECAR-SCOO-SCO2102,800000280,R,600000256
1003-MI1-ECAR-SCOO-SCO2102,800000281,R,600000256
1003-MI1-ECAR-SCOO-SCO2148,800000282,R,600000257
1003-MI1-ECAR-SCOO-SCO2148,800000283,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000284,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000285,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000286,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000287,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000288,R,600000258
1003-MI1-ECAR-SCOO-SCO2148,800000289,R,600000259
1003-MI1-ECAR-SCOO-SCO2148,800000290,R,600000259
1003-MI1-ECAR-SCOO-SCO2148,800000291,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000292,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000293,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000294,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000295,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000296,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000297,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000298,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000299,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000300,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000301,R,600000260
1003-MI1-ECAR-SCOO-SCO2148,800000302,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000303,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000304,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000305,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000306,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000307,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000308,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000309,R,600000261
1003-MI1-ECAR-SCOO-SCO2148,800000310,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000311,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000312,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000313,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000314,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000315,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000316,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000317,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000318,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000319,R,600000262
1003-MI1-ECAR-SCOO-SCO2148,800000320,R,600000263
1003-MI1-ECAR-SCOO-SCO2148,800000321,R,600000263
1003-MI1-ECAR-SCOO-SCO2147,800000322,R,600000264
1003-MI1-ECAR-SCOO-SCO2147,800000323,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000324,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000325,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000326,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000327,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000328,R,600000265
1003-MI1-ECAR-SCOO-SCO2147,800000329,R,600000266
1003-MI1-ECAR-SCOO-SCO2147,800000330,R,600000266
1003-MI1-ECAR-SCOO-SCO2147,800000331,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000332,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000333,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000334,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000335,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000336,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000337,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000338,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000339,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000340,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000341,R,600000267
1003-MI1-ECAR-SCOO-SCO2147,800000342,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000343,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000344,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000345,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000346,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000347,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000348,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000349,R,600000268
1003-MI1-ECAR-SCOO-SCO2147,800000350,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000351,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000352,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000353,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000354,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000355,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000356,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000357,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000358,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000359,R,600000269
1003-MI1-ECAR-SCOO-SCO2147,800000360,R,600000270
1003-MI1-ECAR-SCOO-SCO2147,800000361,R,600000270
1003-MI1-EACA-LOCO-LOC2002,800000362,R,600000274
1003-MI1-EACA-LOCO-LOC2002,800000363,R,600000274
1003-MI1-EACA-LOCO-LOC2006,800000364,R,600000278
1003-MI1-EACA-LOCO-LOC2006,800000365,R,600000278
1003-MI1-ECAR-SCOO-SCO2101,800000366,R,600000279
1003-MI1-ECAR-SCOO-SCO2101,800000367,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000368,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000369,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000370,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000371,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000372,R,600000280
1003-MI1-ECAR-SCOO-SCO2101,800000373,R,600000281
1003-MI1-ECAR-SCOO-SCO2101,800000374,R,600000281
1003-MI1-ECAR-SCOO-SCO2101,800000375,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000376,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000377,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000378,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000379,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000380,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000381,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000382,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000383,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000384,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000385,R,600000282
1003-MI1-ECAR-SCOO-SCO2101,800000386,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000387,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000388,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000389,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000390,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000391,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000392,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000393,R,600000283
1003-MI1-ECAR-SCOO-SCO2101,800000394,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000395,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000396,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000397,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000398,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000399,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000400,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000401,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000402,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000403,R,600000284
1003-MI1-ECAR-SCOO-SCO2101,800000404,R,600000285
1003-MI1-ECAR-SCOO-SCO2101,800000405,R,600000285
1003-MI1-ECAR-SCOO-SCO2149,800000406,R,600000286
1003-MI1-ECAR-SCOO-SCO2149,800000407,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000408,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000409,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000410,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000411,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000412,R,600000287
1003-MI1-ECAR-SCOO-SCO2149,800000413,R,600000288
1003-MI1-ECAR-SCOO-SCO2149,800000414,R,600000288
1003-MI1-ECAR-SCOO-SCO2149,800000415,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000416,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000417,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000418,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000419,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000420,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000421,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000422,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000423,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000424,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000425,R,600000289
1003-MI1-ECAR-SCOO-SCO2149,800000426,R,600000290
1003-MI1-ECAR-SCOO-SCO2149,800000427,R,600000290
1003-MI1-ECAR-SCOO-SCO2149,800000428,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000429,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000430,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000431,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000432,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000433,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000434,R,600000291
1003-MI1-ECAR-SCOO-SCO2149,800000435,R,600000291
