Ubicac.técnica,Equipo,Tipo de equipo,Equipo superior
,10000000,M,
,10000001,M,
,10000002,M,
,10000003,M,
,10000004,M,
,10000005,M,
,10000006,M,
,10000007,M,
,10000008,M,
,10000009,M,
1004-MI1-EAUM-VENT-VEN0087,10000010,M,400002911
,10000011,M,
,10000012,M,
1003-MI1-ECAR-SCOO-SCO2154,300000000,V,
1003-MI1-EPER-JUMB-JUM2103,300000001,V,
1003-MI1-ECAR-SCOO-SCO2152,300000002,V,
1003-MI1-EACA-DUMP-DUM2107,300000003,V,
1003-MI1-EACA-DUMP-DUM2111,300000004,V,
,300000005,V,
1004-MI1-ESOS-EMPE-EMP0004,300000006,V,
1003-MI1-EACA-DUMP-DUM2113,300000007,V,
1003-MI1-ECAR-SCOO-SCO2135,300000008,V,
1003-MI1-EACA-DUMP-DUM2108,300000009,V,
1003-MI1-ECAR-SCOO-SCO2153,300000010,V,
1003-MI1-ECAR-SCOO-SCO2125,300000011,V,
1003-MI1-EAUM-ELEV-ELE2102,300000012,V,
1003-MI1-ESOS-DESA-DES2101,300000013,V,
,300000014,V,
1003-MI1-EACA-DUMP-DUM2110,300000015,V,
1003-MI1-ECAR-SCOO-SCO2126,300000016,V,
1003-MI1-EACA-DUMP-DUM2109,300000017,V,
1003-MI1-EPER-JUMB-JUM2102,300000018,V,
1003-MI1-EPER-JUMB-JUM2104,300000019,V,
1003-MI1-EAUM-ELEV-ELE2103,300000020,V,
1003-MI1-EAUM-ELEV-ELE2104,300000021,V,
1003-PL1-ADRE-LRCA-HOC0301,300000022,V,
1003-PL1-FUND-FUND-HOC0501,300000023,V,
1003-SUP-ELIV-CAMI-CAM3001,300000024,V,
1003-SUP-ELIV-CAMI-CAM3002,300000025,V,
1003-SUP-ELIV-CAMI-CAM3003,300000026,V,
1003-SUP-ELIV-CAMI-CAM3004,300000027,V,
1003-SUP-ELIV-CAMI-CAM3005,300000028,V,
1003-SUP-ELIV-CAMI-CAM3006,300000029,V,
1003-SUP-ELIV-CAMI-CAM3007,300000030,V,
1003-SUP-ELIV-CAMI-CAM3008,300000031,V,
1003-SUP-ELIV-CAMI-CAM3009,300000032,V,
1003-SUP-ELIV-CAMI-CAM3010,300000033,V,
1003-SUP-ELIV-CAMI-CAM3011,300000034,V,
1003-SUP-ELIV-CAMI-CAM3012,300000035,V,
1003-SUP-ELIV-CAMI-CAM3013,300000036,V,
1003-SUP-ELIV-CAMI-CAM3014,300000037,V,
1003-SUP-ELIV-CAMI-CAM3015,300000038,V,
1003-SUP-ELIV-CAMI-CAM3016,300000039,V,
1003-SUP-ELIV-CAMI-CAM3017,300000040,V,
1003-SUP-ELIV-CAMI-CAM3018,300000041,V,
1003-SUP-ELIV-CAMI-CAM3019,300000042,V,
1003-SUP-ELIV-CAMI-CAM3020,300000043,V,
1003-SUP-ELIV-CAMI-CAM3021,300000044,V,
1003-SUP-ELIV-CAMI-CAM3022,300000045,V,
1003-SUP-ELIV-CAMI-CAM3023,300000046,V,
1003-SUP-ELIV-CAMI-CAM3024,300000047,V,
1003-SUP-ELIV-CAMI-CAM3025,300000048,V,
1003-SUP-ELIV-CAMI-CAM3026,300000049,V,
1003-SUP-ELIV-CAMI-CAM3027,300000050,V,
1003-SUP-ELIV-CAMI-CAM3028,300000051,V,
1003-SUP-ELIV-CAMI-CAM3029,300000052,V,
1003-SUP-ELIV-CAMI-CAM3030,300000053,V,
1003-SUP-ELIV-CAMI-CAM3031,300000054,V,
1003-SUP-ELIV-CAMI-CAM3032,300000055,V,
1003-SUP-ELIV-CAMI-CAM3033,300000056,V,
1003-SUP-ELIV-CAMO-CAN3001,300000057,V,
1003-SUP-ELIV-CAMO-CAN3002,300000058,V,
1003-SUP-ELIV-AMBU-AMB3001,300000059,V,
1003-SUP-ELIV-OMNI-OMN3001,300000060,V,
1003-SUP-EAUS-CAFR-CAR3101,300000061,V,
1003-SUP-EAUS-CAFR-CAR3102,300000062,V,
1003-SUP-EAUS-CAFR-CAR3103,300000063,V,
1003-SUP-EAUS-RODI-ROD3101,300000064,V,
1003-SUP-EAUS-TRAC-TRC3102,300000065,V,
1003-SUP-EAUS-TRAC-TRC3101,300000066,V,
1003-SUP-EAUS-MONT-MON3102,300000067,V,
1003-SUP-EAUS-MONT-MON3104,300000068,V,
1003-SUP-EAUS-MONT-MON3103,300000069,V,
1003-SUP-EAUS-MONT-MON3101,300000070,V,
1003-SUP-EAUS-MONT-MON3105,300000071,V,
1003-SUP-EAUS-MOTO-MTN3101,300000072,V,
1003-GTE-GENE-CF01-GEN3001,300000073,V,
1003-GTE-GENE-CF01-GEN3002,300000074,V,
1003-GTE-GENE-CF02-GEN3001,300000075,V,
1003-GTE-GENE-CF02-GEN3002,300000076,V,
1003-GTE-GENE-CF02-GEN3003,300000077,V,
1003-GTE-GENE-CF02-GEN3004,300000078,V,
1003-GTE-GENE-CF02-GEN3005,300000079,V,
1003-GTE-GENE-CF03-GEN3001,300000080,V,
1003-SUP-EAUS-CUAT-CUA3101,300000081,V,
1004-PL3-MCRO-MCR1-HOC0001,300000082,V,
1004-PL3-MCRO-MCR1-HOC0002,300000083,V,
1004-GTE-CF01-GENL-GEN0005,300000084,V,
1004-GTE-CF01-GENL-GEN0002,300000085,V,
1004-MI1-EAUM-MINI-MIN0003,300000086,V,
1004-GTE-CF01-GENL-GEN0003,300000087,V,
1004-GTE-CF01-GENL-GEN0004,300000088,V,
1004-GTE-CF01-GENL-GEN0006,300000089,V,
1004-GTE-CF01-GENL-GEN0001,300000090,V,
1004-MI1-ESOS-DESA-DES0003,300000091,V,
1004-MI1-ECAR-SCOO-SCO0028,300000092,V,
1004-MI1-ESOS-EMPE-EMP0003,300000093,V,
1004-MI1-ESOS-DESA-DES0002,300000094,V,
1004-MI1-ECAR-SCOO-SCO0029,300000095,V,
1004-MI1-ECAR-SCOO-SCO0031,300000096,V,
1004-MI1-EPER-JUMB-JUM0007,300000097,V,
1004-MI1-EAUM-TRAC-TRC0003,300000098,V,
1004-SUP-EAUS-RODI-ROD0001,300000099,V,
1004-MI1-ECAR-SCOO-SCO0041,300000100,V,
1004-SUP-EAUS-MOTO-MOT0001,300000101,V,
1004-MI1-EAUM-MINI-MIN0001,300000102,V,
1004-SUP-EAUS-CAGR-CGR0001,300000103,V,
1004-MI1-ESOS-EMPE-EMP0001,300000104,V,
1004-MI1-ESOS-EMPE-EMP0002,300000105,V,
1004-MI1-EPER-JUMB-JUM0011,300000106,V,
1004-SUP-EAUS-MONT-MON0002,300000107,V,
1004-SUP-EAUS-MONT-MON0001,300000108,V,
1004-MI1-ECAR-SCOO-SCO0038,300000109,V,
1004-MI1-ECAR-SCOO-SCO0032,300000110,V,
1004-MI1-EPER-JUMB-JUM0009,300000111,V,
1004-MI1-EAUM-ELEV-ELE0001,300000112,V,
1004-MI1-EAUM-TRAC-TRC0004,300000113,V,
1004-MI1-ECAR-SCOO-SCO0036,300000114,V,
1004-MI1-EPER-JUMB-JUM0010,300000115,V,
1004-MI1-EAUM-MINI-MIN0002,300000116,V,
1005-MI1-ECAR-SCOO-SCO0002,300000117,V,
1005-MI1-ECAR-SCOO-SCO0003,300000118,V,
1005-MI1-ECAR-SCOO-SCO0004,300000119,V,
1005-MI1-ECAR-SCOO-SCO0001,300000120,V,
1005-MI1-EPER-EPTL-JUM0006,300000121,V,
1005-MI1-EPER-EPTL-JUM0002,300000122,V,
1005-MI1-EPER-EPTL-JUM0003,300000123,V,
1005-MI1-ESOS-DESA-DES0001,300000124,V,
1005-MI1-ESOS-DESA-DES0002,300000125,V,
1005-MI1-ESOS-EMPE-EMP0002,300000126,V,
1005-MI1-ESOS-EMPE-EMP0001,300000127,V,
1005-SUP-EAUS-CAFR-CAR0001,300000128,V,
1005-SUP-EAUS-CAFR-CAR0002,300000129,V,
1005-SUP-EAUS-CAGR-CGR0001,300000130,V,
1005-SUP-EAUS-CAGR-CGR0002,300000131,V,
1005-SUP-EAUS-ELEV-ELE0001,300000132,V,
1005-SUP-EAUS-MONT-MON0001,300000133,V,
1005-SUP-ELIV-AMBU-AMB0001,300000134,V,
1005-SUP-ELIV-CAMI-CAM0001,300000135,V,
1005-SUP-ELIV-CAMI-CAM0006,300000136,V,
1005-SUP-ELIV-CAMI-CAM0007,300000137,V,
1005-SUP-ELIV-CAMI-CAM0008,300000138,V,
1005-SUP-ELIV-CAMI-CAM0005,300000139,V,
1005-SUP-ELIV-CAMI-CAM0004,300000140,V,
1005-SUP-ELIV-CAMI-CAM0003,300000141,V,
1005-SUP-ELIV-CAMI-CAM0011,300000142,V,
1005-SUP-ELIV-CAMI-CAM0002,300000143,V,
1005-SUP-ELIV-CAMI-CAM0010,300000144,V,
1005-SUP-ELIV-CAMI-CAM0009,300000145,V,
1005-SUP-ELIV-CAMI-CAM0012,300000146,V,
1005-SUP-ELIV-CAMI-CAM0013,300000147,V,
1005-SUP-ELIV-CAMI-CAM0014,300000148,V,
8001-PL1-SAUP-AIND-GEN0001,300000149,V,
8001-PL1-SAUP-EQUI-CGR0005,300000150,V,
8001-PL1-SAUP-VEHI-CAM0010,300000151,V,
8001-PL1-SAUP-VEHI-AMB0006,300000152,V,
8001-PL1-SAUP-VEHI-CAM0009,300000153,V,
8001-PL1-SAUP-VEHI-OMN0007,300000154,V,
8001-PL1-SAUP-VEHI-CAM0008,300000155,V,
8001-PL1-SAUP-EQUI-CAR0002,300000156,V,
8001-PL1-SAUP-EQUI-MON0003,300000157,V,
1001-MI2-ECAR-SCOO,300000158,V,
1001-SUP-EAUS-CAFR-CAR0001,300000159,V,
1001-SUP-EAUS-CAFR-CAR0002,300000160,V,
1001-SUP-EAUS-MOTO-MOT0001,300000161,V,
1001-SUP-EAUS-TRAC,300000162,V,
1001-SUP-ELIV-CAMI-CAM0001,300000163,V,
1001-SUP-ELIV-CAMI-CAM0002,300000164,V,
1001-SUP-ELIV-CAMI-CAM0003,300000165,V,
1001-SUP-ELIV-CAMI-CAM0004,300000166,V,
1001-SUP-ELIV-CAMI-CAM0005,300000167,V,
1001-SUP-ELIV-CAMI-CAM0006,300000168,V,
1001-SUP-ELIV-CAMI-CAM0007,300000169,V,
1001-SUP-ELIV-CAMI-CAM0008,300000170,V,
1001-SUP-ELIV-CAMI-CAM0009,300000171,V,
1001-SUP-ELIV-CAMI-CAM0010,300000172,V,
1001-SUP-ELIV-CAMI-CAM0011,300000173,V,
1001-SUP-ELIV-CAMI-CAM0012,300000174,V,
1001-SUP-ELIV-CAMI-CAM0013,300000175,V,
1001-SUP-EAUS-MONT,300000176,V,
1101-GTE-GENE-GENL-GEN003A,300000177,V,
1101-GTE-GENE-GENL-GEN003B,300000178,V,
1101-GTE-GENE-GENL-GEN0007,300000179,V,
1101-GTE-GENE-GENL-GEN0008,300000180,V,
1101-GTE-GENE-GENL-GEN0009,300000181,V,
1003-MI1-EPER-JUMB-JUM2107,300000182,V,
1003-MI1-EPER-JUMB-JUM2108,300000183,V,
1003-SUP-EAUS-CAFR-CAR3104,300000184,V,
1003-SUP-EAUS-MINI-MIN3101,300000185,V,
1003-SUP-EAUS-MINI-MIN3102,300000186,V,
,300000187,V,
8001-PL1-SAUP-EQUI-CAR0001,300000188,V,
1005-MI1-EPER-EPTL-JUM0004,300000189,V,
2101-SUP-EAPL-CAFR,300000190,V,
1003-SUP-TMAN-TA02-EQUEREP,300000191,V,
2101-SUP-EAPL-MONT,300000192,V,
1101-PL1-EAPL-CAGR-CGR0001,300000193,V,
1101-PL1-EAPL-CAGR-CGR0002,300000194,V,
2101-SUP-EAPL-CAFR,300000195,V,
2101-SUP-EAPL-CAFR,300000196,V,
2101-SUP-EAPL-MONT,300000197,V,
1005-SUP-EAUS-CAGR-CGR0003,300000198,V,
2101-SUP-EAPL-MONT,300000199,V,
1005-GTE-CF01-GRGE-GEN0005,300000200,V,
1005-MI1-EPER-EPTL-JUM0005,300000201,V,
1005-SUP-EAUS-MONT-MON0002,300000202,V,
1002-SUP-EAUS-MINI-MIN0001,300000203,V,
1004-SUP-TMAN-TA04,300000204,V,
2101-SUP-EAPL-RETR,300000205,V,
2101-SUP-EAPL-COMP,300000206,V,
2101-SUP-ELIV-AMBU,300000207,V,
1002-SUP-EAUS-MONT-MON0001,300000208,V,
1002-SUP-EAUS-MONT-MON0002,300000209,V,
1002-SUP-ELIV-AMBU,300000210,V,
1002-SUP-ELIV-CAMI,300000211,V,
1002-SUP-ELIV-CAMI,300000212,V,
1002-SUP-ELIV-CAMI,300000213,V,
1002-SUP-ELIV-CAMI,300000214,V,
1002-SUP-ELIV-CAMI,300000215,V,
1002-SUP-ELIV-CAMI,300000216,V,
1002-SUP-ELIV-CAMI,300000217,V,
1002-SUP-ELIV-CAMI,300000218,V,
1002-SUP-ELIV-CAMI,300000219,V,
,300000220,V,
1004-MI1-EPER-JUMB-JUM0012,300000221,V,
1005-GTE-CF01-GRGE-GEN0001,300000222,V,
1005-GTE-CF01-GRGE-GEN0002,300000223,V,
1005-GTE-CF01-GRGE-GEN0003,300000224,V,
1005-GTE-CF01-GRGE-GEN0004,300000225,V,
1005-SUP-EAUS-ELEV-ELE0002,300000226,V,
1005-SUP-EAUS-ELEV-ELE0003,300000227,V,
1001-SUP-ELIV-CAMI-CAM0014,300000228,V,
1005-GTE-CF01-GRGE-GEN0006,300000229,V,
1004-MI1-ESOS-DESA-DES0004,300000230,V,
1004-MI1-ESOS-DESA-DES0005,300000231,V,
1003-SUP-ELIV-CAMI-CAM3034,300000232,V,
1004-SUP-TMAN-TA04,300000233,V,
1003-SUP-ELIV-CAMI-CAM3035,300000234,V,
1004-SUP-TMAN-TA04,300000235,V,
1003-SUP-ELIV-CAMO-CAN3003,300000236,V,
8001-PL1-SAUP-VEHI-MOT0001,300000237,V,
1004-SUP-EAUS-MONT-MON0003,300000238,V,
1003-SUP-ELIV-CAMO-CAN3004,300000239,V,
1003-MI1-EACA-WARR-WAR2009,400000000,T,
1003-MI1-EACA-WARR-WAR2005,400000001,T,
1003-MI1-EACA-WARR-WAR2011,400000002,T,
1003-MI1-EACA-WARR-WAR2001,400000003,T,
1003-MI1-EACA-WARR-WAR2002,400000004,T,
1003-MI1-EACA-WARR-WAR2035,400000005,T,
1003-MI1-EACA-WARR-WAR2032,400000006,T,
1003-MI1-EACA-WARR-WAR2006,400000007,T,
1003-MI1-EACA-WARR-WAR2031,400000008,T,
1003-MI1-EACA-WARR-WAR2013,400000009,T,
1003-MI1-EACA-WARR-WAR2033,400000010,T,
1003-MI1-EACA-WARR-WAR2010,400000011,T,
1003-MI1-EACA-WARR-WAR2015,400000012,T,
1003-MI1-EACA-WARR-WAR2018,400000013,T,
1003-MI1-EACA-WARR-WAR2019,400000014,T,
1003-MI1-EACA-WARR-WAR2024,400000015,T,
1003-MI1-EACA-WARR-WAR2037,400000016,T,
1003-MI1-EACA-WARR-WAR2034,400000017,T,
1003-MI1-EACA-WARR-WAR2021,400000018,T,
1003-MI1-EACA-WARR-WAR2022,400000019,T,
1003-MI1-EACA-WARR-WAR2023,400000020,T,
1003-MI1-EACA-WARR-WAR2003,400000021,T,
1003-MI1-EACA-WARR-WAR2025,400000022,T,
1003-MI1-EACA-WARR-WAR2027,400000023,T,
1003-MI1-ESOS-LCON-LCO2002,400000024,T,
1003-MI1-ESOS-LCON-LCO2005,400000025,T,
1003-MI1-ESOS-LCON-LCO2006,400000026,T,
1003-MI1-ESOS-LCON-LCO2004,400000027,T,
1003-MI1-EACA-CMIN-CMI2006,400000028,T,
1003-MI1-EACA-CMIN-CMI2006,400000029,T,
1003-MI1-EACA-CMIN-CMI2006,400000030,T,
1003-MI1-EACA-CMIN-CMI2006,400000031,T,
1003-MI1-EACA-CMIN-CMI2006,400000032,T,
1003-MI1-EACA-CMIN-CMI2006,400000033,T,
1003-MI1-ECAR-SCOO-SCO2155,400000034,T,
1003-MI1-EACA-WARR-WAR2014,400000035,T,
1003-MI1-ESOS-LCON-LCO2007,400000036,T,
1003-MI1-EACA-WARR-WAR2016,400000037,T,
1003-MI1-EACA-WARR-WAR2028,400000038,T,
1003-MI1-EACA-WARR-WAR2030,400000039,T,
1003-MI1-EACA-WARR-WAR2036,400000040,T,
1003-MI1-ECAR-PNEU-PAL2003,400000041,T,
1003-MI1-EACA-WARR-WAR2012,400000042,T,
1003-MI1-EACA-WARR-WAR2008,400000043,T,
1003-MI1-EACA-WARR-WAR2020,400000044,T,
1003-MI1-EACA-WARR-WAR2004,400000045,T,
1003-MI1-EACA-WARR-WAR2026,400000046,T,
1003-MI1-EACA-WARR-WAR2029,400000047,T,
1003-MI1-EACA-WARR-WAR2007,400000048,T,
1003-MI1-EACA-CMIN-CMI2006,400000049,T,
1003-MI1-EACA-CMIN-CMI2006,400000050,T,
1003-MI1-EACA-CMIN-CMI2006,400000051,T,
1003-MI1-EACA-CMIN-CMI2006,400000052,T,
1003-MI1-EACA-CMIN-CMI2006,400000053,T,
1003-MI1-EACA-CMIN-CMI2006,400000054,T,
1003-MI1-EACA-CMIN-CMI2006,400000055,T,
1003-MI1-EACA-CMIN-CMI2006,400000056,T,
1003-MI1-EACA-CMIN-CMI2006,400000057,T,
1003-MI1-ECAR-SCOO-SCO2146,400000058,T,
1003-MI1-ECAR-SCOO-SCO2116,400000059,T,
1003-MI1-ECAR-SCOO-SCO2102,400000060,T,
1003-MI1-ECAR-SCOO-SCO2148,400000061,T,
1003-MI1-ECAR-SCOO-SCO2147,400000062,T,
1003-MI1-EACA-CMIN-CMI2001,400000063,T,
1003-MI1-EACA-CMIN-CMI2001,400000064,T,
1003-MI1-EACA-CMIN-CMI2001,400000065,T,
1003-MI1-EACA-CMIN-CMI2001,400000066,T,
1003-MI1-EACA-CMIN-CMI2001,400000067,T,
1003-MI1-EACA-CMIN-CMI2001,400000068,T,
1003-MI1-EACA-CMIN-CMI2001,400000069,T,
1003-MI1-EACA-CMIN-CMI2001,400000070,T,
1003-MI1-EACA-LOCO-LOC2002,400000071,T,
1003-MI1-EACA-LOCO-LOC2006,400000072,T,
1003-MI1-ECAR-SCOO-SCO2101,400000073,T,
1003-MI1-ECAR-SCOO-SCO2149,400000074,T,
1003-MI1-ECAR-SCOO-SCO2137,400000075,T,
1003-MI1-ECAR-SCOO-SCO2123,400000076,T,
1003-MI1-ECAR-SCOO-SCO2142,400000077,T,
1003-MI1-ECAR-SCOO-SCO2115,400000078,T,
1003-MI1-ECAR-SCOO-SCO2151,400000079,T,
1003-MI1-EAUM-VENP-VEN2003,400000080,T,
1003-MI1-EAUM-VENP-VEN2004,400000081,T,
1003-MI1-EAUM-VENP-VEN2001,400000082,T,
1003-MI1-EAUM-VENP-VEN2005,400000083,T,
1003-MI1-EACA-WARR-WAR2017,400000084,T,
1003-MI1-ECAR-SCOO-SCO2136,400000085,T,
1003-MI1-ECAR-SCOO-SCO2143,400000086,T,
1003-MI1-ECAR-SCOO-SCO2130,400000087,T,
1003-MI1-ECAR-SCOO-SCO2144,400000088,T,
1003-MI1-ECAR-SCOO-SCO2138,400000089,T,
1003-MI1-ECAR-SCOO-SCO2129,400000090,T,
1003-MI1-EACA-CMIN-CMI2006,400000091,T,
1003-MI1-EACA-CMIN-CMI2005,400000092,T,
1003-MI1-EACA-CMIN-CMI2005,400000093,T,
1003-MI1-EAUM-LTRO-TAB2004,400000094,T,
1003-MI1-EAUM-LTRO-TAB2001,400000095,T,
1003-MI1-EAUM-LTRO-TAB2005,400000096,T,
1003-MI1-EAUM-LTRO-TAB2002,400000097,T,
1003-MI1-EAUM-LTRO-TAB2003,400000098,T,
1003-MI1-EACA-CMIN-CMI2004,400000099,T,
1003-MI1-EACA-CMIN-CMI2004,400000100,T,
1003-MI1-EACA-CMIN-CMI2004,400000101,T,
1003-MI1-EACA-CMIN-CMI2004,400000102,T,
1003-MI1-EACA-CMIN-CMI2004,400000103,T,
1003-MI1-EAUM-CCAL,400000104,T,
1003-MI1-EACA-LOCO-LOC2011,400000105,T,
1003-MI1-EACA-LOCO-LOC2017,400000106,T,
1003-MI1-EACA-LOCO-LOC2016,400000107,T,
1003-MI1-EACA-LOCO-LOC2007,400000108,T,
1003-MI1-EACA-LOCO-LOC2018,400000109,T,
1003-MI1-EACA-LOCO-LOC2004,400000110,T,
1003-MI1-EACA-LOCO-LOC2015,400000111,T,
1003-MI1-EACA-CMIN-CMI2004,400000112,T,
1003-MI1-EACA-CMIN-CMI2004,400000113,T,
1003-MI1-EACA-CMIN-CMI2004,400000114,T,
1003-MI1-EACA-CMIN-CMI2004,400000115,T,
1003-MI1-EACA-CMIN-CMI2004,400000116,T,
1003-MI1-EACA-CMIN-CMI2004,400000117,T,
1003-MI1-EACA-CMIN-CMI2004,400000118,T,
1003-MI1-ECAR-SCOO-SCO2127,400000119,T,
1003-MI1-EACA-CMIN-CMI2004,400000120,T,
1003-MI1-EACA-CMIN-CMI2004,400000121,T,
1003-MI1-ECAR-PNEU-PAL2006,400000122,T,
1003-MI1-EACA-CMIN-CMI2001,400000123,T,
1003-MI1-EACA-CMIN-CMI2001,400000124,T,
1003-MI1-EACA-CMIN-CMI2001,400000125,T,
1003-MI1-EACA-CMIN-CMI2001,400000126,T,
1003-MI1-EACA-CMIN-CMI2001,400000127,T,
1003-MI1-EACA-CMIN-CMI2001,400000128,T,
1003-MI1-EACA-CMIN-CMI2001,400000129,T,
1003-MI1-EACA-CMIN-CMI2001,400000130,T,
1003-MI1-EACA-CMIN-CMI2001,400000131,T,
1003-MI1-EACA-CMIN-CMI2001,400000132,T,
1003-MI1-EACA-CMIN-CMI2001,400000133,T,
1003-MI1-EACA-CMIN-CMI2001,400000134,T,
1003-MI1-EACA-CMIN-CMI2006,400000135,T,
1003-MI1-EACA-CMIN-CMI2006,400000136,T,
1003-MI1-EACA-CMIN-CMI2006,400000137,T,
1003-MI1-EACA-CMIN-CMI2001,400000138,T,
1003-MI1-ECAR-SCOO-SCO2132,400000139,T,
1003-MI1-ECAR-PNEU-PAL2005,400000140,T,
1003-MI1-EACA-CMIN-CMI2001,400000141,T,
1003-MI1-EACA-CMIN-CMI2001,400000142,T,
1003-MI1-EACA-CMIN-CMI2003,400000143,T,
1003-MI1-EACA-CMIN-CMI2003,400000144,T,
1003-MI1-ECAR-PNEU-PAL2004,400000145,T,
1003-MI1-ECAR-PNEU-PAL2012,400000146,T,
1003-MI1-EACA-CMIN-CMI2003,400000147,T,
1003-MI1-EACA-CMIN-CMI2003,400000148,T,
1003-MI1-ECAR-PNEU-PAL2010,400000149,T,
1003-MI1-ECAR-PNEU-PAL2009,400000150,T,
1003-MI1-ECAR-PNEU-PAL2011,400000151,T,
1003-MI1-EACA-CMIN-CMI2005,400000152,T,
1003-MI1-EACA-CMIN-CMI2004,400000153,T,
1003-MI1-EACA-CMIN-CMI2004,400000154,T,
1003-MI1-EACA-LOCO-LOC2010,400000155,T,
1003-MI1-EACA-CMIN-CMI2005,400000156,T,
1003-MI1-EACA-CMIN-CMI2005,400000157,T,
1003-MI1-EACA-CMIN-CMI2005,400000158,T,
1003-MI1-ECAR-PNEU-PAL2001,400000159,T,
1003-MI1-ECAR-PNEU-PAL2007,400000160,T,
1003-MI1-EACA-CMIN-CMI2005,400000161,T,
1003-MI1-EACA-CMIN-CMI2005,400000162,T,
1003-MI1-EACA-CMIN-CMI2004,400000163,T,
1003-MI1-EACA-CMIN-CMI2005,400000164,T,
1003-MI1-EACA-CMIN-CMI2005,400000165,T,
1003-MI1-EACA-CMIN-CMI2005,400000166,T,
1003-MI1-ECAR-PNEU-PAL2002,400000167,T,
1003-MI1-ECAR-PNEU-PAL2013,400000168,T,
1003-MI1-EAUM-VENP-VEN2002,400000169,T,
1003-MI1-ECAR-SCOO-SCO2141,400000170,T,
1003-MI1-ECAR-SCOO-SCO2140,400000171,T,
1003-MI1-ECAR-SCOO-SCO2128,400000172,T,
1003-MI1-ECAR-SCOO-SCO2119,400000173,T,
1003-MI1-ECAR-PNEU-PAL2008,400000174,T,
1003-MI1-EACA-CMIN-CMI2001,400000175,T,
1003-MI1-ECAR-SCOO-SCO2139,400000176,T,
1003-MI1-EAUM-ROMP-ROM2101,400000177,T,
1003-SUP-TMAN-TA03-EQUREPA,400000178,T,
1003-SUP-TMAN-TA03-EQUREPA,400000179,T,
1003-MI1-EAUM-VENS-VEN2003,400000180,T,
1003-MI1-EAUM-VENS-VEN2007,400000181,T,
1003-MI1-EAUM-VENS-VEN2008,400000182,T,
1003-SUP-TMAN-TA03-EQUREPA,400000183,T,
1003-SUP-TMAN-TA03-EQUREPA,400000184,T,
1003-SUP-TMAN-TA03-EQUREPA,400000185,T,
1003-MI1-EAUM-VENS-VEN2004,400000186,T,
1003-SUP-TMAN-TA03-EQUREPA,400000187,T,
1003-SUP-TMAN-TA03-EQUREPA,400000188,T,
1003-SUP-TMAN-TA03-EQUREPA,400000189,T,
1003-MI1-EAUM-VENS-VEN2006,400000190,T,
1003-MI1-EAUM-VENS-VEN2001,400000191,T,
1003-MI1-EAUM-VENS-VEN2002,400000192,T,
1003-MI1-EAUM-VENS-VEN2005,400000193,T,
1003-SUP-TMAN-TA03-EQUREPA,400000194,T,
1003-SUP-TMAN-TA03-EQUREPA,400000195,T,
1003-MI1-EAUM-VENA,400000196,T,
1003-MI1-EAUM-VENA,400000197,T,
1003-MI1-EAUM-VENA,400000198,T,
1003-MI1-EAUM-VENA,400000199,T,
1003-MI1-EAUM-VENA,400000200,T,
1003-MI1-EAUM-VENA,400000201,T,
1003-MI1-EAUM-VENA,400000202,T,
1003-MI1-EAUM-VENA,400000203,T,
1003-MI1-EAUM-VENA,400000204,T,
1003-MI1-EAUM-VENA,400000205,T,
1003-MI1-EAUM-VENA,400000206,T,
1003-MI1-EAUM-VENA,400000207,T,
1003-MI1-EAUM-VENA,400000208,T,
1003-MI1-EAUM-VENA,400000209,T,
1003-MI1-EAUM-VENA,400000210,T,
1003-MI1-EAUM-VENA,400000211,T,
1003-MI1-EAUM-VENA,400000212,T,
1003-MI1-EAUM-VENA,400000213,T,
1003-MI1-EAUM-VENA,400000214,T,
1003-MI1-EAUM-VENA,400000215,T,
1003-MI1-EAUM-VENA,400000216,T,
1003-MI1-EAUM-VENA,400000217,T,
1003-MI1-EAUM-VENA,400000218,T,
1003-MI1-EAUM-VENA,400000219,T,
1003-MI1-EAUM-VENA,400000220,T,
1003-MI1-EAUM-VENA,400000221,T,
1003-MI1-EAUM-VENA,400000222,T,
1003-MI1-EAUM-VENA,400000223,T,
1003-MI1-EAUM-VENA,400000224,T,
1003-MI1-EAUM-VENA,400000225,T,
1003-MI1-EAUM-VENA,400000226,T,
1003-MI1-EAUM-VENA,400000227,T,
1003-MI1-EAUM-VENA,400000228,T,
1003-MI1-EAUM-VENA,400000229,T,
1003-MI1-EAUM-VENA,400000230,T,
1003-MI1-EAUM-VENA,400000231,T,
1003-MI1-EAUM-VENA,400000232,T,
1003-MI1-EAUM-VENA,400000233,T,
1003-MI1-EAUM-VENA,400000234,T,
1003-MI1-EAUM-VENA,400000235,T,
1003-MI1-EAUM-VENA,400000236,T,
1003-MI1-EAUM-VENA,400000237,T,
1003-MI1-EAUM-VENA,400000238,T,
1003-MI1-EAUM-VENA,400000239,T,
1003-MI1-EAUM-VENA,400000240,T,
1003-MI1-EAUM-VENA,400000241,T,
1003-MI1-EAUM-VENA,400000242,T,
1003-MI1-EAUM-VENA,400000243,T,
1003-MI1-EAUM-VENA,400000244,T,
1003-MI1-EAUM-VENA,400000245,T,
1003-MI1-EAUM-VENA,400000246,T,
1003-MI1-EAUM-VENA,400000247,T,
1003-MI1-EAUM-VENA,400000248,T,
1003-MI1-EAUM-VENA,400000249,T,
1003-MI1-EAUM-VENA,400000250,T,
1003-MI1-EAUM-VENA,400000251,T,
