"";"Ubicac.técnica";"Equipo";"Tipo.de.equipo";"Equipo.superior";"Eq.padre";"Sistema";"Comp"
"3308";"1003-MI1-PI01-EC03-DOS2001";500000097;"E";"0";"500000097";"0";"0"
"3309";"1003-MI1-PI01-EC03-DOS2002";500000098;"E";"0";"500000098";"0";"0"
"3310";"1003-MI1-PI01-EC03-UPH2001";500000099;"E";"0";"500000099";"0";"0"
"3311";"1003-MI1-PI01-EC04-TOL2001";500000100;"E";"0";"500000100";"0";"0"
"3312";"1003-MI1-PI01-EC04-TOL2001";500000101;"E";"0";"500000101";"0";"0"
"3313";"1003-MI1-PI01-EC04-TOL2001";500000102;"E";"0";"500000102";"0";"0"
"3314";"1003-MI1-PI01-EC04-TOL2001";500000103;"E";"0";"500000103";"0";"0"
"3315";"1003-MI1-PI01-EC04-TOL2001";500000104;"E";"0";"500000104";"0";"0"
"3316";"1003-MI1-PI01-EC04-TOL2001";500000105;"E";"0";"500000105";"0";"0"
"3317";"1003-MI1-PI01-EC04-TOL2001";500000106;"E";"0";"500000106";"0";"0"
"3318";"1003-MI1-PI01-EC04-ALI2001";500000107;"E";"0";"500000107";"0";"0"
"3319";"1003-MI1-PI01-EC04-DOS2001";500000108;"E";"0";"500000108";"0";"0"
"3320";"1003-MI1-PI01-EC04-ALI2002";500000109;"E";"0";"500000109";"0";"0"
"3321";"1003-MI1-PI01-EC04-DOS2002";500000110;"E";"0";"500000110";"0";"0"
"3322";"1003-MI1-PI01-EC04-UPH2001";500000111;"E";"0";"500000111";"0";"0"
"3323";"1003-MI1-PI01-EC04-UPH2002";500000112;"E";"0";"500000112";"0";"0"
"3324";"1003-MI1-PI01-EC05-TOL2001";500000113;"E";"0";"500000113";"0";"0"
"3325";"1003-MI1-PI01-EC05-TOL2001";500000114;"E";"0";"500000114";"0";"0"
"3326";"1003-MI1-PI01-EC05-TOL2001";500000115;"E";"0";"500000115";"0";"0"
"3327";"1003-MI1-PI01-EC05-TOL2001";500000116;"E";"0";"500000116";"0";"0"
"3328";"1003-MI1-PI01-EC05-TOL2001";500000117;"E";"0";"500000117";"0";"0"
"3329";"1003-MI1-PI01-EC05-TOL2001";500000118;"E";"0";"500000118";"0";"0"
"3330";"1003-MI1-PI01-EC05-TOL2001";500000119;"E";"0";"500000119";"0";"0"
"3331";"1003-MI1-PI01-EC05-ALI2001";500000120;"E";"0";"500000120";"0";"0"
"3332";"1003-MI1-PI01-EC05-DOS2001";500000121;"E";"0";"500000121";"0";"0"
"3333";"1003-MI1-PI01-EC05-ALI2002";500000122;"E";"0";"500000122";"0";"0"
"3334";"1003-MI1-PI01-EC05-DOS2002";500000123;"E";"0";"500000123";"0";"0"
"3335";"1003-MI1-PI01-EC05-UPH2001";500000124;"E";"0";"500000124";"0";"0"
"3336";"1003-MI1-PI01-EC05-UPH2002";500000125;"E";"0";"500000125";"0";"0"
"3337";"1003-MI1-PI01-EC06-TOL2001";500000126;"E";"0";"500000126";"0";"0"
"3338";"1003-MI1-PI01-EC06-TOL2001";500000127;"E";"0";"500000127";"0";"0"
"3339";"1003-MI1-PI01-EC06-TOL2001";500000128;"E";"0";"500000128";"0";"0"
"3340";"1003-MI1-PI01-EC06-TOL2001";500000129;"E";"0";"500000129";"0";"0"
"3341";"1003-MI1-PI01-EC06-TOL2001";500000130;"E";"0";"500000130";"0";"0"
"3342";"1003-MI1-PI01-EC06-TOL2001";500000131;"E";"0";"500000131";"0";"0"
"3343";"1003-MI1-PI01-EC06-TOL2001";500000132;"E";"0";"500000132";"0";"0"
"3344";"1003-MI1-PI01-EC06-ALI2001";500000133;"E";"0";"500000133";"0";"0"
"3345";"1003-MI1-PI01-EC06-DOS2001";500000134;"E";"0";"500000134";"0";"0"
"3346";"1003-MI1-PI01-EC06-ALI2002";500000135;"E";"0";"500000135";"0";"0"
"3347";"1003-MI1-PI01-EC06-DOS2002";500000136;"E";"0";"500000136";"0";"0"
"3348";"1003-MI1-PI01-EC06-UPH2001";500000137;"E";"0";"500000137";"0";"0"
"3349";"1003-MI1-PI01-EC06-UPH2002";500000138;"E";"0";"500000138";"0";"0"
"3350";"1003-MI1-PI01-EC07-TOL2001";500000139;"E";"0";"500000139";"0";"0"
"3351";"1003-MI1-PI01-EC07-TOL2001";500000140;"E";"0";"500000140";"0";"0"
"3352";"1003-MI1-PI01-EC07-TOL2001";500000141;"E";"0";"500000141";"0";"0"
"3353";"1003-MI1-PI01-EC07-TOL2001";500000142;"E";"0";"500000142";"0";"0"
"3354";"1003-MI1-PI01-EC07-TOL2001";500000143;"E";"0";"500000143";"0";"0"
"3355";"1003-MI1-PI01-EC07-TOL2001";500000144;"E";"0";"500000144";"0";"0"
"3356";"1003-MI1-PI01-EC07-TOL2001";500000145;"E";"0";"500000145";"0";"0"
"3357";"1003-MI1-PI01-EC07-ALI2001";500000146;"E";"0";"500000146";"0";"0"
"3358";"1003-MI1-PI01-EC07-DOS2001";500000147;"E";"0";"500000147";"0";"0"
"3359";"1003-MI1-PI01-EC07-ALI2002";500000148;"E";"0";"500000148";"0";"0"
"3360";"1003-MI1-PI01-EC07-DOS2002";500000149;"E";"0";"500000149";"0";"0"
"3361";"1003-MI1-PI01-EC07-UPH2001";500000150;"E";"0";"500000150";"0";"0"
"3362";"1003-MI1-PI01-EC07-UPH2002";500000151;"E";"0";"500000151";"0";"0"
"3363";"1003-MI1-PI02-CAW1-WIZ2001";500000152;"E";"0";"500000152";"0";"0"
"3364";"1003-PL2-CHAN-CHAP-TOL1001";500000153;"E";"0";"500000153";"0";"0"
"3365";"1003-PL2-CHAN-CHAP-FAJ1001";500000154;"E";"0";"500000154";"0";"0"
"3366";"1003-PL2-CHAN-CHAP-CHA1001";500000155;"E";"0";"500000155";"0";"0"
"3367";"1003-PL2-CHAN-CHAP-FAJ1001";500000156;"E";"0";"500000156";"0";"0"
"3368";"1003-PL2-CHAN-CHAS-TOL1001";500000157;"E";"0";"500000157";"0";"0"
"3369";"1003-PL2-CHAN-CHAS-FAJ1001";500000158;"E";"0";"500000158";"0";"0"
"3370";"1003-PL2-CHAN-CHAS-DME1001";500000159;"E";"0";"500000159";"0";"0"
"3371";"1003-PL2-CHAN-CHAS-FAJ1002";500000160;"E";"0";"500000160";"0";"0"
"3372";"1003-PL2-CHAN-CHAS-CHA1001";500000161;"E";"0";"500000161";"0";"0"
"3373";"1003-PL2-CHAN-CHAT-FAJ1003";500000162;"E";"0";"500000162";"0";"0"
"3374";"1003-PL2-CHAN-CHAT-FAJ1001";500000163;"E";"0";"500000163";"0";"0"
"3375";"1003-PL2-CHAN-CHAT-CHA1001";500000164;"E";"0";"500000164";"0";"0"
"3376";"1003-PL2-CHAN-CHAT-FAJ1002";500000165;"E";"0";"500000165";"0";"0"
"3377";"1003-PL2-CHAN-CHAT-TOL1001";500000166;"E";"0";"500000166";"0";"0"
"3378";"1003-PL2-MOLI-MOLP-FAJ1001";500000167;"E";"0";"500000167";"0";"0"
"3379";"1003-PL2-MOLI-MOLP-FAJ1002";500000168;"E";"0";"500000168";"0";"0"
"3380";"1003-PL2-MOLI-MOLP-ALI1001";500000169;"E";"0";"500000169";"0";"0"
"3381";"1003-PL2-MOLI-MOLP-FAJ1003";500000170;"E";"0";"500000170";"0";"0"
"3382";"1003-PL2-MOLI-MOLP-MOL1001";500000171;"E";"0";"500000171";"0";"0"
"3383";"1003-PL2-MOLI-MOLS-MOL1001";500000172;"E";"0";"500000172";"0";"0"
"3384";"1003-PL2-MOLI-MOLT-MOL1001";500000173;"E";"0";"500000173";"0";"0"
"3385";"1003-PL2-MOLI-MOLS-HID1001";500000174;"E";"0";"500000174";"0";"0"
"3386";"1003-PL2-MOLI-MOLS-HID1002";500000175;"E";"0";"500000175";"0";"0"
"3387";"1003-PL2-MOLI-MOLT-HID1001";500000176;"E";"0";"500000176";"0";"0"
"3388";"1003-PL2-MOLI-MOLT-HID1002";500000177;"E";"0";"500000177";"0";"0"
"3389";"1003-PL1-FLOT-FLT1-TAQ0201";500000178;"E";"0";"500000178";"0";"0"
"3390";"1003-PL1-FLOT-FLT1-CEF0206";500000179;"E";"0";"500000179";"0";"0"
"3391";"1003-PL1-FLOT-FLT1-CEF0207";500000180;"E";"0";"500000180";"0";"0"
"3392";"1003-PL1-FLOT-FLT1-CEF0208";500000181;"E";"0";"500000181";"0";"0"
"3393";"1003-PL1-FLOT-FLT1-CEF0210";500000182;"E";"0";"500000182";"0";"0"
"3394";"1003-PL1-FLOT-FLT1-CEF0211";500000183;"E";"0";"500000183";"0";"0"
"3395";"1003-PL1-FLOT-FLT1-CEF0209";500000184;"E";"0";"500000184";"0";"0"
"3396";"1003-PL1-FLOT-FLT1-CEF0212";500000185;"E";"0";"500000185";"0";"0"
"3397";"1003-PL1-FLOT-FLT1-CEF0213";500000186;"E";"0";"500000186";"0";"0"
"3398";"1003-PL1-FLOT-FLT1-CEF0214";500000187;"E";"0";"500000187";"0";"0"
"3399";"1003-PL1-FLOT-FLT1-CEF0215";500000188;"E";"0";"500000188";"0";"0"
"3400";"1003-PL1-FLOT-FLT1-CEF0216";500000189;"E";"0";"500000189";"0";"0"
"3401";"1003-PL1-FLOT-FLT1-CEF0217";500000190;"E";"0";"500000190";"0";"0"
"3402";"1003-PL1-FLOT-FLT1-CEF0218";500000191;"E";"0";"500000191";"0";"0"
"3403";"1003-PL1-FLOT-FLT1-CEF0219";500000192;"E";"0";"500000192";"0";"0"
"3404";"1003-PL1-FLOT-FLT1-CEF0205";500000193;"E";"0";"500000193";"0";"0"
"3405";"1003-PL1-FLOT-FLT1-CEF0204";500000194;"E";"0";"500000194";"0";"0"
"3406";"1003-PL1-FLOT-FLT1-CEF0203";500000195;"E";"0";"500000195";"0";"0"
"3407";"1003-PL1-FLOT-FLT1-CEF0202";500000196;"E";"0";"500000196";"0";"0"
"3408";"1003-PL1-FLOT-FLT1-CEF0201";500000197;"E";"0";"500000197";"0";"0"
"3409";"1003-PL1-ESFI-ESP1-ESP0201";500000198;"E";"0";"500000198";"0";"0"
"3410";"1003-PL1-ESFI-ESP1-TAN0201";500000199;"E";"0";"500000199";"0";"0"
"3411";"1003-PL1-ESFI-ESP1-ESP0202";500000200;"E";"0";"500000200";"0";"0"
"3412";"1003-PL1-ESFI-ESP1-TAQ0201";500000201;"E";"0";"500000201";"0";"0"
"3413";"1003-PL1-ESFI-ESP1-FIL0201";500000202;"E";"0";"500000202";"0";"0"
"3414";"1003-PL1-CHAN-CHAP-TOL0001";500000203;"E";"0";"500000203";"0";"0"
"3415";"1003-PL1-CHAN-CHAP-FAJ0001";500000204;"E";"0";"500000204";"0";"0"
"3416";"1003-PL1-CHAN-CHAP-CHA0001";500000205;"E";"0";"500000205";"0";"0"
"3417";"1003-PL1-CHAN-CHAP-FAJ0002";500000206;"E";"0";"500000206";"0";"0"
"3418";"1003-PL1-CHAN-CHAP-TOL0002";500000207;"E";"0";"500000207";"0";"0"
"3419";"1003-PL1-MOLI-MOLP-FAJ0001";500000208;"E";"0";"500000208";"0";"0"
"3420";"1003-PL1-MOLI-MOLP-FAJ0002";500000209;"E";"0";"500000209";"0";"0"
"3421";"1003-PL1-MOLI-MOLP-FAJ0003";500000210;"E";"0";"500000210";"0";"0"
"3422";"1003-PL1-MOLI-MOLP-MOL0001";500000211;"E";"0";"500000211";"0";"0"
"3423";"1003-PL1-MOLI-MOLP-FAJ0004";500000212;"E";"0";"500000212";"0";"0"
"3424";"1003-PL1-MOLI-MOLS-NHI0001";500000213;"E";"0";"500000213";"0";"0"
"3425";"1003-PL1-MOLI-MOLS-NHI0001";500000214;"E";"0";"500000214";"0";"0"
"3426";"1003-PL1-MOLI-MOLS-NHI0001";500000215;"E";"0";"500000215";"0";"0"
"3427";"1003-PL1-MOLI-MOLS-MOL0001";500000216;"E";"0";"500000216";"0";"0"
"3428";"1003-PL1-MOLI-CONC-CON0001";500000217;"E";"0";"500000217";"0";"0"
"3429";"1003-PL1-MOLI-CONC-CON0002";500000218;"E";"0";"500000218";"0";"0"
"3430";"1003-PL1-CIAN-CIAN-ESP0101";500000219;"E";"0";"500000219";"0";"0"
"3431";"1003-PL1-CIAN-CIAN-TAN0107";500000220;"E";"0";"500000220";"0";"0"
"3432";"1003-PL1-CIAN-CIAN-TAN0108";500000221;"E";"0";"500000221";"0";"0"
"3433";"1003-PL1-CIAN-CIAN-TAN0109";500000222;"E";"0";"500000222";"0";"0"
"3434";"1003-PL1-CIAN-CIAN-TAN0110";500000223;"E";"0";"500000223";"0";"0"
"3435";"1003-PL1-CIAN-CIAN-TAN0101";500000224;"E";"0";"500000224";"0";"0"
"3436";"1003-PL1-CIAN-CIAN-TAN0102";500000225;"E";"0";"500000225";"0";"0"
"3437";"1003-PL1-CIAN-CIAN-TAN0103";500000226;"E";"0";"500000226";"0";"0"
"3438";"1003-PL1-CIAN-CIAN-TAN0104";500000227;"E";"0";"500000227";"0";"0"
"3439";"1003-PL1-CIAN-CIAN-TAN0105";500000228;"E";"0";"500000228";"0";"0"
"3440";"1003-PL1-CIAN-CIAN-TAN0106";500000229;"E";"0";"500000229";"0";"0"
"3441";"1003-PL1-CIAN-CIAN-TAN0111";500000230;"E";"0";"500000230";"0";"0"
"3442";"1003-PL1-CIAN-CIAN-TAN0112";500000231;"E";"0";"500000231";"0";"0"
"3443";"1003-PL1-RELA-DECI-TAN0604";500000232;"E";"0";"500000232";"0";"0"
"3444";"1003-PL1-RELA-DECI-TAN0605";500000233;"E";"0";"500000233";"0";"0"
"3445";"1003-PL1-RELA-DECI-TAN0601";500000234;"E";"0";"500000234";"0";"0"
"3446";"1003-PL1-RELA-DECI-TAN0602";500000235;"E";"0";"500000235";"0";"0"
"3447";"1003-PL1-RELA-DECI-TAN0603";500000236;"E";"0";"500000236";"0";"0"
"3448";"1003-PL1-RELA-ETRE-ESP0601";500000237;"E";"0";"500000237";"0";"0"
"3449";"1003-PL1-REAC-PRCL-TAQ0701";500000238;"E";"0";"500000238";"0";"0"
"3450";"1003-PL1-REAC-PRCF-TAQ0701";500000239;"E";"0";"500000239";"0";"0"
"3451";"1003-PL1-REAC-PRCL-FAJ0701";500000240;"E";"0";"500000240";"0";"0"
"3452";"1003-PL1-REAC-PRCL-TAN0701";500000241;"E";"0";"500000241";"0";"0"
"3453";"1003-PL1-REAC-PRCL-TAN0702";500000242;"E";"0";"500000242";"0";"0"
"3454";"1003-PL1-MOLI-CONC-ALI0001";500000243;"E";"0";"500000243";"0";"0"
"3455";"1003-PL1-MOLI-CONC-TOL0001";500000244;"E";"0";"500000244";"0";"0"
"3456";"1003-PL1-TAIN-PAI4-CCA0801";500000245;"E";"0";"500000245";"0";"0"
"3457";"1003-PL1-TAIN-PAI4-CCA0802";500000246;"E";"0";"500000246";"0";"0"
"3458";"1003-PL1-TAIN-PAI4-ESP0801";500000247;"E";"0";"500000247";"0";"0"
"3459";"1003-PL1-MOLI-SAUX-MAQHERR";500000248;"E";"0";"500000248";"0";"0"
"3460";"1003-PL1-SAUP-POXI-TAN0901";500000249;"E";"0";"500000249";"0";"0"
"3461";"1003-PL1-SAUP-POXI-TAN0902";500000250;"E";"0";"500000250";"0";"0"
"3462";"1003-PL1-SAUP-POXI-TAN0903";500000251;"E";"0";"500000251";"0";"0"
"3463";"1003-PL1-CINT-CINT-TAN0402";500000252;"E";"0";"500000252";"0";"0"
"3464";"1003-PL1-CINT-CINT-TOL0401";500000253;"E";"0";"500000253";"0";"0"
"3465";"1003-PL1-CINT-CINT-HID0401";500000254;"E";"0";"500000254";"0";"0"
"3466";"1003-PL1-CINT-CINT-HID0402";500000255;"E";"0";"500000255";"0";"0"
"3467";"1003-PL1-CINT-CINT-TAN0403";500000256;"E";"0";"500000256";"0";"0"
"3468";"1003-PL1-CINT-CINT-TAN0404";500000257;"E";"0";"500000257";"0";"0"
"3469";"1003-PL1-CINT-CINT-TAN0406";500000258;"E";"0";"500000258";"0";"0"
"3470";"1003-PL1-CINT-CINT-TAN0407";500000259;"E";"0";"500000259";"0";"0"
"3471";"1003-PL1-CINT-CINT-TAN0408";500000260;"E";"0";"500000260";"0";"0"
"3472";"1003-PL1-CINT-CINT-TAN0409";500000261;"E";"0";"500000261";"0";"0"
"3473";"1003-PL1-CINT-CINT-TAN0410";500000262;"E";"0";"500000262";"0";"0"
"3474";"1003-PL1-CINT-CINT-TAN0405";500000263;"E";"0";"500000263";"0";"0"
"3475";"1003-PL1-CINT-CINT-FIL0401";500000264;"E";"0";"500000264";"0";"0"
"3476";"1003-PL1-CINT-CINT-MOL0401";500000265;"E";"0";"500000265";"0";"0"
"3477";"1003-PL1-CINT-CINT-FAJ0401";500000266;"E";"0";"500000266";"0";"0"
"3478";"1003-PL1-CINT-CINT-CAJ0401";500000267;"E";"0";"500000267";"0";"0"
"3479";"1003-PL1-CINT-SAUX-MAQHERR";500000268;"E";"0";"500000268";"0";"0"
"3480";"1003-PL1-MOLI-SAUX-PUE0003";500000269;"E";"0";"500000269";"0";"0"
"3481";"1003-PL1-FLOT-SAUX-PUE0201";500000270;"E";"0";"500000270";"0";"0"
"3482";"1003-PL1-REAC-PRCL-PUE0701";500000271;"E";"0";"500000271";"0";"0"
"3483";"1003-PL1-REAC-PRCI-PUE0701";500000272;"E";"0";"500000272";"0";"0"
"3484";"1003-PL1-CIAN-SAUX-PUE0101";500000273;"E";"0";"500000273";"0";"0"
"3485";"1003-PL1-MOLI-SAUX-PUE0002";500000274;"E";"0";"500000274";"0";"0"
"3486";"1003-PL2-CHAN-SAUX-PUE1002";500000275;"E";"0";"500000275";"0";"0"
"3487";"1003-PL1-CHAN-SAUX-PUE0001";500000276;"E";"0";"500000276";"0";"0"
"3488";"1003-PL1-CIAN-SAUX-PUP0101";500000277;"E";"0";"500000277";"0";"0"
"3489";"1003-PL1-CIAN-SAUX-PUP0102";500000278;"E";"0";"500000278";"0";"0"
"3490";"1003-PL1-CIAN-SAUX-PUP0103";500000279;"E";"0";"500000279";"0";"0"
"3491";"1003-PL1-CIAN-SAUX-PUP0104";500000280;"E";"0";"500000280";"0";"0"
"3492";"1003-PL1-CIAN-SAUX-PUE0102";500000281;"E";"0";"500000281";"0";"0"
"3493";"1003-PL1-TAIN-PAI5-PUE0801";500000282;"E";"0";"500000282";"0";"0"
"3494";"1003-PL1-CIAN-SAUX-PUP0105";500000283;"E";"0";"500000283";"0";"0"
"3495";"1003-PL1-CIAN-SAUX-PUE0103";500000284;"E";"0";"500000284";"0";"0"
"3496";"1003-PL2-CHAN-SAUX-PUE1001";500000285;"E";"0";"500000285";"0";"0"
"3497";"1003-PL1-FLOT-SAUX-MAQHERR";500000286;"E";"0";"500000286";"0";"0"
"3498";"1003-PL1-FLOT-SAUX-MAQHERR";500000287;"E";"0";"500000287";"0";"0"
"3499";"1003-PL1-FLOT-SAUX-MAQHERR";500000288;"E";"0";"500000288";"0";"0"
"3500";"1003-PL1-FLOT-SAUX-MAQHERR";500000289;"E";"0";"500000289";"0";"0"
"3501";"1003-PL1-CINT-SAUX-MAQHERR";500000290;"E";"0";"500000290";"0";"0"
"3502";"1003-PL1-ADRE-ELEC-TAN0301";500000291;"E";"0";"500000291";"0";"0"
"3503";"1003-PL1-ADRE-DES1-TAN0301";500000292;"E";"0";"500000292";"0";"0"
"3504";"1003-PL1-ADRE-DES1-TOL0301";500000293;"E";"0";"500000293";"0";"0"
"3505";"1003-PL1-ADRE-DES1-TAN0302";500000294;"E";"0";"500000294";"0";"0"
"3506";"1003-PL1-ADRE-DES2-TOL0301";500000295;"E";"0";"500000295";"0";"0"
"3507";"1003-PL1-ADRE-DES2-TAN0301";500000296;"E";"0";"500000296";"0";"0"
"3508";"1003-PL1-ADRE-LRCA-TAN0301";500000297;"E";"0";"500000297";"0";"0"
"3509";"1003-PL1-ADRE-LRCA-TAN0302";500000298;"E";"0";"500000298";"0";"0"
"3510";"1003-PL1-ADRE-LRCA-TAN0303";500000299;"E";"0";"500000299";"0";"0"
"3511";"1003-PL1-ADRE-DES2-TAN0302";500000300;"E";"0";"500000300";"0";"0"
"3512";"1003-PL1-ADRE-DES2-TAN0303";500000301;"E";"0";"500000301";"0";"0"
"3513";"1003-PL1-ADRE-DES2-TAN0304";500000302;"E";"0";"500000302";"0";"0"
"3514";"1003-PL1-ADRE-DES1-TAN0303";500000303;"E";"0";"500000303";"0";"0"
"3515";"1003-PL1-MCRO-MCR2-FIL0501";500000304;"E";"0";"500000304";"0";"0"
"3516";"1003-PL1-MCRO-MCR2-FIL0502";500000305;"E";"0";"500000305";"0";"0"
"3517";"1003-PL1-MCRO-MCR2-FIL0503";500000306;"E";"0";"500000306";"0";"0"
"3518";"1003-PL1-MCRO-MCR2-FIL0504";500000307;"E";"0";"500000307";"0";"0"
"3519";"1003-PL1-MCRO-MCR2-FIL0505";500000308;"E";"0";"500000308";"0";"0"
"3520";"1003-PL1-MCRO-MCR2-FIL0506";500000309;"E";"0";"500000309";"0";"0"
"3521";"1003-PL1-MCRO-MCR1-FIL0501";500000310;"E";"0";"500000310";"0";"0"
"3522";"1003-PL1-MCRO-MCR1-FIL0502";500000311;"E";"0";"500000311";"0";"0"
"3523";"1003-PL1-MCRO-MCR1-FIL0503";500000312;"E";"0";"500000312";"0";"0"
"3524";"1003-PL1-MCRO-MCR2-TAN0501";500000313;"E";"0";"500000313";"0";"0"
"3525";"1003-PL1-MCRO-MCR2-TAN0502";500000314;"E";"0";"500000314";"0";"0"
"3526";"1003-PL1-ADRE-LRCA-TOL0301";500000315;"E";"0";"500000315";"0";"0"
"3527";"1003-PL1-ADRE-LRCA-TOL0302";500000316;"E";"0";"500000316";"0";"0"
"3528";"1003-PL1-FUND-FUND-TAN0501";500000317;"E";"0";"500000317";"0";"0"
"3529";"1003-PL1-FUND-FUND-FIL0501";500000318;"E";"0";"500000318";"0";"0"
"3530";"1003-PL1-FUND-FUND-TAN0502";500000319;"E";"0";"500000319";"0";"0"
"3531";"1003-PL1-MCRO-MCR1-TOV0501";500000320;"E";"0";"500000320";"0";"0"
"3532";"1003-AUX-LQUI-COMP";500000321;"E";"0";"500000321";"0";"0"
"3533";"1003-PL1-SAUP-DAIR-TAN0902";500000322;"E";"0";"500000322";"0";"0"
"3534";"1003-PL1-RELA-ETRE-TAN0606";500000323;"E";"0";"500000323";"0";"0"
"3535";"1003-PL1-SAUP-DAIR-TAN0903";500000324;"E";"0";"500000324";"0";"0"
"3536";"1003-PL1-SAUP-DAIR-TAN0904";500000325;"E";"0";"500000325";"0";"0"
"3537";"1003-PL1-SAUP-DAIR-TAN0905";500000326;"E";"0";"500000326";"0";"0"
"3538";"1003-PL1-SAUP-DAIR-TAN0906";500000327;"E";"0";"500000327";"0";"0"
"3539";"1003-PL1-REAC-PRCI-TAN0701";500000328;"E";"0";"500000328";"0";"0"
"3540";"1003-PL1-REAC-PRCF-TAN0701";500000329;"E";"0";"500000329";"0";"0"
"3541";"1003-PL1-MCRO-MCR2-TOV0501";500000330;"E";"0";"500000330";"0";"0"
"3542";"1003-PL1-SAUP-POXI-TAN0904";500000331;"E";"0";"500000331";"0";"0"
"3543";"1003-PL1-TAIN-PDET-TAN0804";500000332;"E";"0";"500000332";"0";"0"
"3544";"1003-PL1-REAC-PRCF-TAN0702";500000333;"E";"0";"500000333";"0";"0"
"3545";"1003-PL1-TAIN-PDET-TAN0805";500000334;"E";"0";"500000334";"0";"0"
"3546";"1003-PL1-TAIN-PDET-TAN0806";500000335;"E";"0";"500000335";"0";"0"
"3547";"1003-PL1-TAIN-PDET-TAN0808";500000336;"E";"0";"500000336";"0";"0"
"3548";"1003-PL1-TAIN-PDET-TAN0809";500000337;"E";"0";"500000337";"0";"0"
"3549";"1003-PL1-TAIN-PDET-TAN0810";500000338;"E";"0";"500000338";"0";"0"
"3550";"1003-PL1-TAIN-PDET-TAN0811";500000339;"E";"0";"500000339";"0";"0"
"3551";"1003-PL1-TAIN-PDET-FIL0801";500000340;"E";"0";"500000340";"0";"0"
"3552";"1003-PL1-TAIN-PDET-TAN0801";500000341;"E";"0";"500000341";"0";"0"
"3553";"1003-PL1-TAIN-PDET-TAN0802";500000342;"E";"0";"500000342";"0";"0"
"3554";"1003-PL1-TAIN-PDET-TAN0803";500000343;"E";"0";"500000343";"0";"0"
"3555";"1003-PL1-TAIN-PDET-TAN0812";500000344;"E";"0";"500000344";"0";"0"
"3556";"1003-PL1-TAIN-PDET-TAN0813";500000345;"E";"0";"500000345";"0";"0"
"3557";"1003-PL1-TAIN-PDET-TAN0814";500000346;"E";"0";"500000346";"0";"0"
"3558";"1003-PL1-TAIN-PDET-TAN0815";500000347;"E";"0";"500000347";"0";"0"
"3559";"1003-PL1-TAIN-PDET-TAN0816";500000348;"E";"0";"500000348";"0";"0"
"3560";"1003-PL1-REAC-PRCF-TAN0703";500000349;"E";"0";"500000349";"0";"0"
"3561";"1003-PL1-REAC-PRCF-TAN0704";500000350;"E";"0";"500000350";"0";"0"
"3562";"1003-PL2-MOLI-MOLS-TOL1101";500000351;"E";"0";"500000351";"0";"0"
"3563";"1003-PL2-RELA-SAUX-FAJ1101";500000352;"E";"0";"500000352";"0";"0"
"3564";"1003-PL2-RELA-SAUX-TAM1101";500000353;"E";"0";"500000353";"0";"0"
"3565";"1003-PL2-RELA-SAUX-TAN1101";500000354;"E";"0";"500000354";"0";"0"
"3566";"1003-PL1-TAIN-PAI2-ESP0801";500000355;"E";"0";"500000355";"0";"0"
"3567";"1003-PL2-RELA-SAUX-TAN1103";500000356;"E";"0";"500000356";"0";"0"
"3568";"1003-PL2-RELA-SAUX-TAN1104";500000357;"E";"0";"500000357";"0";"0"
"3569";"1003-PL2-RELA-SAUX-TAN1102";500000358;"E";"0";"500000358";"0";"0"
"3570";"1003-PL1-TAIN-PDET-TAN0807";500000359;"E";"0";"500000359";"0";"0"
"3571";"1003-PL1-CINT-CINT-TAN0411";500000360;"E";"0";"500000360";"0";"0"
"3572";"1003-PL1-CINT-CINT-FIL0402";500000361;"E";"0";"500000361";"0";"0"
"3573";"1003-PL1-MCRO-SAUX-MAQHERR";500000362;"E";"0";"500000362";"0";"0"
"3574";"1003-PL1-ADRE-DES1-MAQHERR";500000363;"E";"0";"500000363";"0";"0"
"3575";"1003-PL1-CINT-CINT-TAN0412";500000364;"E";"0";"500000364";"0";"0"
"3576";"1003-PL2-TMAN-TA01-MAQHERR";500000365;"E";"0";"500000365";"0";"0"
"3577";"1003-PL2-TMAN-TA01-MAQHERR";500000366;"E";"0";"500000366";"0";"0"
"3578";"1003-GTE-GENE-CH01-CDEE001";500000367;"E";"0";"500000367";"0";"0"
"3579";"1003-GTE-GENE-CH01-CDEE001";500000368;"E";"0";"500000368";"0";"0"
"3580";"1003-GTE-GENE-CH01-CDEE001";500000369;"E";"0";"500000369";"0";"0"
"3581";"1003-GTE-GENE-CH01-CDEE001";500000370;"E";"0";"500000370";"0";"0"
"3582";"1003-GTE-GENE-CH01-CDEE001";500000371;"E";"0";"500000371";"0";"0"
"3583";"1003-GTE-GENE-CH01-CDEE001";500000372;"E";"0";"500000372";"0";"0"
"3584";"1003-AUX-LQUI-HORN";500000373;"E";"0";"500000373";"0";"0"
"3585";"1003-AUX-LQUI-HORN";500000374;"E";"0";"500000374";"0";"0"
"3586";"1003-AUX-LQUI-HORN";500000375;"E";"0";"500000375";"0";"0"
"3587";"1003-AUX-LQUI-HORN";500000376;"E";"0";"500000376";"0";"0"
"3588";"1003-AUX-LQUI-HORN";500000377;"E";"0";"500000377";"0";"0"
"3589";"1003-AUX-LQUI-HORN";500000378;"E";"0";"500000378";"0";"0"
"3590";"1003-AUX-LQUI-HORN";500000379;"E";"0";"500000379";"0";"0"
"3591";"1003-AUX-LQUI-HORN";500000380;"E";"0";"500000380";"0";"0"
