"";"Ubicac.técnica";"Equipo";"Tipo.de.equipo";"Equipo.superior";"Eq.padre";"Sistema";"Comp"
"10139";"1201-PL1-REAT-PRCI-BOM5002";600001678;"F";"500001904";"0";"0";"0"
"10140";"1201-PL1-REAT-PRCI-BOM5002";600001679;"F";"500001904";"0";"0";"0"
"10141";"1201-PL1-REAT-PRCI-BOM4001";600001680;"F";"500001905";"0";"0";"0"
"10142";"1201-PL1-REAT-PRCI-BOM4001";600001681;"F";"500001905";"0";"0";"0"
"10143";"1201-PL1-REAT-PRCI-TAN0001";600001682;"F";"500001906";"0";"0";"0"
"10144";"1201-PL1-REAT-PRCI-TAN0001";600001683;"F";"500001906";"0";"0";"0"
"10145";"1201-PL1-REAT-PRCI-BOM1001";600001684;"F";"500001907";"0";"0";"0"
"10146";"1201-PL1-REAT-PRCI-BOM1001";600001685;"F";"500001907";"0";"0";"0"
"10147";"1201-PL1-REAT-PRCI-BOM1002";600001686;"F";"500001908";"0";"0";"0"
"10148";"1201-PL1-REAT-PRCI-BOM1002";600001687;"F";"500001908";"0";"0";"0"
"10149";"1201-PL1-REAT-PRCI-TEC0001";600001688;"F";"500001909";"0";"0";"0"
"10150";"1201-PL1-REAT-PRCI-TEC0001";600001689;"F";"500001909";"0";"0";"0"
"10151";"1201-PL1-REAT-PRCI-TAN0002";600001690;"F";"500001910";"0";"0";"0"
"10152";"1201-PL1-REAT-PRCI-BOM2001";600001691;"F";"500001911";"0";"0";"0"
"10153";"1201-PL1-REAT-PRCI-BOM2001";600001692;"F";"500001911";"0";"0";"0"
"10154";"1201-PL1-REAT-PRCI-BOM2002";600001693;"F";"500001912";"0";"0";"0"
"10155";"1201-PL1-REAT-PRCI-BOM2002";600001694;"F";"500001912";"0";"0";"0"
"10156";"1201-PL1-REAT-PRDI-TAN0001";600001695;"F";"500001914";"0";"0";"0"
"10157";"1201-PL1-REAT-PRDI-TAN0001";600001696;"F";"500001914";"0";"0";"0"
"10158";"1201-PL1-REAT-PRDI-BOM1001";600001697;"F";"500001915";"0";"0";"0"
"10159";"1201-PL1-REAT-PRDI-BOM1001";600001698;"F";"500001915";"0";"0";"0"
"10160";"1201-PL1-REAT-PRDI-BOM1002";600001699;"F";"500001916";"0";"0";"0"
"10161";"1201-PL1-REAT-PRDI-BOM1002";600001700;"F";"500001916";"0";"0";"0"
"10162";"1201-PL1-REAT-PRDI-TAN0002";600001701;"F";"500001917";"0";"0";"0"
"10163";"1201-PL1-REAT-PRDI-TAN0002";600001702;"F";"500001917";"0";"0";"0"
"10164";"1201-PL1-REAT-PRDI-BOM2001";600001703;"F";"500001918";"0";"0";"0"
"10165";"1201-PL1-REAT-PRDI-BOM2001";600001704;"F";"500001918";"0";"0";"0"
"10166";"1201-PL1-REAT-PRDI-BOM2002";600001705;"F";"500001919";"0";"0";"0"
"10167";"1201-PL1-REAT-PRDI-BOM2002";600001706;"F";"500001919";"0";"0";"0"
"10168";"1201-PL1-REAT-PRDI-EXT0001";600001707;"F";"500001920";"0";"0";"0"
"10169";"1201-PL1-REAT-PRDI-EXT0001";600001708;"F";"500001920";"0";"0";"0"
"10170";"1201-PL2-TEEC-TEEC-TAN0001";600001709;"F";"500001921";"0";"0";"0"
"10171";"1201-PL2-TEEC-TEEC-TAN0001";600001710;"F";"500001921";"0";"0";"0"
"10172";"1201-PL2-TEEC-TEEC-TAN0002";600001711;"F";"500001922";"0";"0";"0"
"10173";"1201-PL2-TEEC-TEEC-TAN0002";600001712;"F";"500001922";"0";"0";"0"
"10174";"1201-PL2-TEEC-TEEC-TAN0003";600001713;"F";"500001923";"0";"0";"0"
"10175";"1201-PL2-TEEC-TEEC-TAN0003";600001714;"F";"500001923";"0";"0";"0"
"10176";"1201-PL2-TEEC-TEEC-TAN0004";600001715;"F";"500001924";"0";"0";"0"
"10177";"1201-PL2-TEEC-TEEC-TAN0004";600001716;"F";"500001924";"0";"0";"0"
"10178";"1201-PL2-TEEC-TEEC-TAN0005";600001717;"F";"500001925";"0";"0";"0"
"10179";"1201-PL2-TEEC-TEEC-TAN0005";600001718;"F";"500001925";"0";"0";"0"
"10180";"1201-PL2-TEEC-TEEC-TAN0006";600001719;"F";"500001926";"0";"0";"0"
"10181";"1201-PL2-TEEC-TEEC-TAN0006";600001720;"F";"500001926";"0";"0";"0"
"10182";"1201-PL2-TEEC-TEEC-TAN0007";600001721;"F";"500001927";"0";"0";"0"
"10183";"1201-PL2-TEEC-TEEC-TAN0007";600001722;"F";"500001927";"0";"0";"0"
"10184";"1201-PL2-TEEC-TEEC-TAN0008";600001723;"F";"500001928";"0";"0";"0"
"10185";"1201-PL2-TEEC-TEEC-TAN0008";600001724;"F";"500001928";"0";"0";"0"
"10186";"1201-PL2-TEEC-TEEC-TAN0009";600001725;"F";"500001929";"0";"0";"0"
"10187";"1201-PL2-TEEC-TEEC-TAN0009";600001726;"F";"500001929";"0";"0";"0"
"10188";"1201-PL2-TEEC-TEEC-TAN0010";600001727;"F";"500001930";"0";"0";"0"
"10189";"1201-PL2-TEEC-TEEC-TAN0010";600001728;"F";"500001930";"0";"0";"0"
"10190";"1201-PL2-TEEC-TEEC-TAN1001";600001729;"F";"500001931";"0";"0";"0"
"10191";"1201-PL2-TEEC-TEEC-TAN1001";600001730;"F";"500001931";"0";"0";"0"
"10192";"1201-PL2-TEEC-TEEC-BOM1001";600001731;"F";"500001932";"0";"0";"0"
"10193";"1201-PL2-TEEC-TEEC-BOM1001";600001732;"F";"500001932";"0";"0";"0"
"10194";"1201-PL2-TEEC-TEEC-TAN3001";600001733;"F";"500001933";"0";"0";"0"
"10195";"1201-PL2-TEEC-TEEC-TAN3001";600001734;"F";"500001933";"0";"0";"0"
"10196";"1201-PL2-TEEC-TEEC-BOM3001";600001735;"F";"500001934";"0";"0";"0"
"10197";"1201-PL2-TEEC-TEEC-BOM3001";600001736;"F";"500001934";"0";"0";"0"
"10198";"1201-PL2-TEEC-TEEC-BOM3002";600001737;"F";"500001935";"0";"0";"0"
"10199";"1201-PL2-TEEC-TEEC-BOM3002";600001738;"F";"500001935";"0";"0";"0"
"10200";"1201-PL2-TEEC-TEEC-TAN2001";600001739;"F";"500001936";"0";"0";"0"
"10201";"1201-PL2-TEEC-TEEC-BOM2001";600001740;"F";"500001937";"0";"0";"0"
"10202";"1201-PL2-TEEC-TEEC-BOM2001";600001741;"F";"500001937";"0";"0";"0"
"10203";"1201-PL2-TEEC-TEEC-BOM2002";600001742;"F";"500001938";"0";"0";"0"
"10204";"1201-PL2-TEEC-TEEC-BOM2002";600001743;"F";"500001938";"0";"0";"0"
"10205";"1201-PL2-TEEC-TEEC-BOM4001";600001744;"F";"500001941";"0";"0";"0"
"10206";"1201-PL2-TEEC-TEEC-BOM4001";600001745;"F";"500001941";"0";"0";"0"
"10207";"1201-PL2-TEEC-TEEC-BOM4002";600001746;"F";"500001942";"0";"0";"0"
"10208";"1201-PL2-TEEC-TEEC-BOM4002";600001747;"F";"500001942";"0";"0";"0"
"10209";"1201-PL2-TEEC-TEEC-TAN2003";600001748;"F";"500001944";"0";"0";"0"
"10210";"1201-PL2-TEEC-TEEC-BOM7001";600001749;"F";"500001945";"0";"0";"0"
"10211";"1201-PL2-TEEC-TEEC-BOM7001";600001750;"F";"500001945";"0";"0";"0"
"10212";"1201-PL1-LIXI-BOME-BOM3001";600001751;"F";"500001946";"0";"0";"0"
"10213";"1201-PL1-LIXI-BOME-BOM3001";600001752;"F";"500001946";"0";"0";"0"
"10214";"1201-PL1-LIXI-BOME-BOM3002";600001753;"F";"500001947";"0";"0";"0"
"10215";"1201-PL1-LIXI-BOME-BOM3002";600001754;"F";"500001947";"0";"0";"0"
"10216";"1201-PL1-LIXI-BOME-BOM3003";600001755;"F";"500001948";"0";"0";"0"
"10217";"1201-PL1-LIXI-BOME-BOM3003";600001756;"F";"500001948";"0";"0";"0"
"10218";"1201-PL1-PADR-ADSO-BOM0001";600001757;"F";"500001949";"0";"0";"0"
"10219";"1201-PL1-PADR-ADSO-BOM0001";600001758;"F";"500001949";"0";"0";"0"
"10220";"1201-PL1-PADR-ADSO-BOM0002";600001759;"F";"500001950";"0";"0";"0"
"10221";"1201-PL1-PADR-ADSO-BOM0002";600001760;"F";"500001950";"0";"0";"0"
"10222";"1201-PL2-TEEC-TEEC-BOM6001";600001761;"F";"500001951";"0";"0";"0"
"10223";"1201-PL2-TEEC-TEEC-BOM6001";600001762;"F";"500001951";"0";"0";"0"
"10224";"1201-PL1-MCRO-CLAR-BOM2001";600001763;"F";"500001954";"0";"0";"0"
"10225";"1201-PL1-MCRO-CLAR-BOM2001";600001764;"F";"500001954";"0";"0";"0"
"10226";"1201-PL1-MCRO-CLAR-BOM2002";600001765;"F";"500001955";"0";"0";"0"
"10227";"1201-PL1-MCRO-CLAR-BOM2002";600001766;"F";"500001955";"0";"0";"0"
"10228";"1201-PL1-MCRO-CLAR-BOM2003";600001767;"F";"500001956";"0";"0";"0"
"10229";"1201-PL1-MCRO-CLAR-BOM2003";600001768;"F";"500001956";"0";"0";"0"
"10230";"1201-PL1-MCRO-CLAR-BOM2004";600001769;"F";"500001957";"0";"0";"0"
"10231";"1201-PL1-MCRO-CLAR-BOM2004";600001770;"F";"500001957";"0";"0";"0"
"10232";"1201-PL1-MCRO-CLAR-BOM3001";600001771;"F";"500001958";"0";"0";"0"
"10233";"1201-PL1-MCRO-CLAR-BOM3001";600001772;"F";"500001958";"0";"0";"0"
"10234";"1201-PL1-MCRO-CLAR-FIL0001";600001773;"F";"500001959";"0";"0";"0"
"10235";"1201-PL1-MCRO-CLAR-FIL0001";600001774;"F";"500001959";"0";"0";"0"
"10236";"1201-PL1-MCRO-CLAR-FIL0002";600001775;"F";"500001960";"0";"0";"0"
"10237";"1201-PL1-MCRO-CLAR-FIL0002";600001776;"F";"500001960";"0";"0";"0"
"10238";"1201-PL1-MCRO-CLAR-FIL0003";600001777;"F";"500001961";"0";"0";"0"
"10239";"1201-PL1-MCRO-CLAR-FIL0003";600001778;"F";"500001961";"0";"0";"0"
"10240";"1201-PL1-MCRO-CLAR-FIL0004";600001779;"F";"500001962";"0";"0";"0"
"10241";"1201-PL1-MCRO-CLAR-FIL0004";600001780;"F";"500001962";"0";"0";"0"
"10242";"1201-PL1-MCRO-CLAR-BOM5001";600001781;"F";"500001963";"0";"0";"0"
"10243";"1201-PL1-MCRO-CLAR-BOM5001";600001782;"F";"500001963";"0";"0";"0"
"10244";"1201-PL1-MCRO-CLAR-TAN0001";600001783;"F";"500001964";"0";"0";"0"
"10245";"1201-PL1-MCRO-CLAR-TAN0002";600001784;"F";"500001965";"0";"0";"0"
"10246";"1201-PL1-MCRO-DESX-BOM0001";600001785;"F";"500001968";"0";"0";"0"
"10247";"1201-PL1-MCRO-DESX-BOM0001";600001786;"F";"500001968";"0";"0";"0"
"10248";"1201-PL1-MCRO-DESX-BOM0002";600001787;"F";"500001969";"0";"0";"0"
"10249";"1201-PL1-MCRO-DESX-BOM0002";600001788;"F";"500001969";"0";"0";"0"
"10250";"1201-PL1-MCRO-DESX-TOV0001";600001789;"F";"500001970";"0";"0";"0"
"10251";"1201-PL1-MCRO-PREC-BOM0003";600001790;"F";"500001973";"0";"0";"0"
"10252";"1201-PL1-MCRO-PREC-BOM0003";600001791;"F";"500001973";"0";"0";"0"
"10253";"1201-PL1-MCRO-PREC-BOM0004";600001792;"F";"500001974";"0";"0";"0"
"10254";"1201-PL1-MCRO-PREC-BOM0004";600001793;"F";"500001974";"0";"0";"0"
"10255";"1201-PL1-MCRO-PREC-BOM0002";600001794;"F";"500001975";"0";"0";"0"
"10256";"1201-PL1-MCRO-PREC-BOM0002";600001795;"F";"500001975";"0";"0";"0"
"10257";"1201-PL1-MCRO-PREC-BOM0001";600001796;"F";"500001976";"0";"0";"0"
"10258";"1201-PL1-MCRO-PREC-BOM0001";600001797;"F";"500001976";"0";"0";"0"
"10259";"1201-PL1-MCRO-PREC-COM0003";600001798;"F";"500001979";"0";"0";"0"
"10260";"1201-PL1-MCRO-PREC-COM0003";600001799;"F";"500001979";"0";"0";"0"
"10261";"1201-PL1-MCRO-PREC-COM0002";600001800;"F";"500001980";"0";"0";"0"
"10262";"1201-PL1-MCRO-PREC-COM0002";600001801;"F";"500001980";"0";"0";"0"
"10263";"1201-PL1-MCRO-PREC-COM0001";600001802;"F";"500001981";"0";"0";"0"
"10264";"1201-PL1-MCRO-PREC-COM0001";600001803;"F";"500001981";"0";"0";"0"
"10265";"1201-PL1-MCRO-PREC-TAN0001";600001804;"F";"500001982";"0";"0";"0"
"10266";"1201-PL1-MCRO-PREC-TAN0001";600001805;"F";"500001982";"0";"0";"0"
"10267";"1201-PL1-MCRO-PREC-DOS0002";600001806;"F";"500001983";"0";"0";"0"
"10268";"1201-PL1-MCRO-PREC-DOS0002";600001807;"F";"500001983";"0";"0";"0"
"10269";"1201-PL1-MCRO-PREC-DOS0001";600001808;"F";"500001984";"0";"0";"0"
"10270";"1201-PL1-MCRO-PREC-DOS0001";600001809;"F";"500001984";"0";"0";"0"
"10271";"1201-PL1-MCRO-PREC-TEC0001";600001810;"F";"500001985";"0";"0";"0"
"10272";"1201-PL1-MCRO-PREC-TEC0001";600001811;"F";"500001985";"0";"0";"0"
"10273";"1201-PL1-LIXI-BORI-TAN0001";600001812;"F";"500001986";"0";"0";"0"
"10274";"1201-PL1-LIXI-BORI-BOM0001";600001813;"F";"500001989";"0";"0";"0"
"10275";"1201-PL1-LIXI-BORI-BOM0001";600001814;"F";"500001989";"0";"0";"0"
"10276";"1201-PL1-LIXI-BORI-BOM0002";600001815;"F";"500001990";"0";"0";"0"
"10277";"1201-PL1-LIXI-BORI-BOM0002";600001816;"F";"500001990";"0";"0";"0"
"10278";"1201-PL1-LIXI-BORI-BOM0003";600001817;"F";"500001991";"0";"0";"0"
"10279";"1201-PL1-LIXI-BORI-BOM0003";600001818;"F";"500001991";"0";"0";"0"
"10280";"1201-PL1-LIXI-BORI-BOM0007";600001819;"F";"500001992";"0";"0";"0"
"10281";"1201-PL1-LIXI-BORI-BOM0007";600001820;"F";"500001992";"0";"0";"0"
"10282";"1201-PL1-MCRO-PREC-BOM2001";600001821;"F";"500002023";"0";"0";"0"
"10283";"1201-PL1-MCRO-PREC-BOM2001";600001822;"F";"500002023";"0";"0";"0"
"10284";"1201-PL1-MCRO-PREC-EXT0001";600001823;"F";"500002024";"0";"0";"0"
"10285";"1201-PL1-MCRO-PREC-EXT0001";600001824;"F";"500002024";"0";"0";"0"
"10286";"1201-PL1-LIXI-BORI-BOM0004";600001825;"F";"500002027";"0";"0";"0"
"10287";"1201-PL1-LIXI-BORI-BOM0004";600001826;"F";"500002027";"0";"0";"0"
"10288";"1201-PL1-LIXI-BORI-BOM0005";600001827;"F";"500002028";"0";"0";"0"
"10289";"1201-PL1-LIXI-BORI-BOM0005";600001828;"F";"500002028";"0";"0";"0"
"10290";"1201-PL1-LIXI-BORI-BOM0006";600001829;"F";"500002029";"0";"0";"0"
"10291";"1201-PL1-LIXI-BORI-BOM0006";600001830;"F";"500002029";"0";"0";"0"
"10292";"1201-PL1-LIXI-CCM3";600001831;"F";"500002030";"0";"0";"0"
"10293";"1201-PL1-LIXI-CCM3";600001832;"F";"500002030";"0";"0";"0"
"10294";"1201-PL1-LIXI-BOAD-TAN1001";600001833;"F";"500002032";"0";"0";"0"
"10295";"1201-PL1-LIXI-BOAD-TAN2001";600001834;"F";"500002033";"0";"0";"0"
"10296";"1201-PL1-LIXI-BOAD-BOM1002";600001835;"F";"500002034";"0";"0";"0"
"10297";"1201-PL1-LIXI-BOAD-BOM1002";600001836;"F";"500002034";"0";"0";"0"
"10298";"1201-PL1-LIXI-BOAD-BOM1001";600001837;"F";"500002035";"0";"0";"0"
"10299";"1201-PL1-LIXI-BOAD-BOM1001";600001838;"F";"500002035";"0";"0";"0"
"10300";"1201-PL1-LIXI-BOAD-BOM2002";600001839;"F";"500002036";"0";"0";"0"
"10301";"1201-PL1-LIXI-BOAD-BOM2002";600001840;"F";"500002036";"0";"0";"0"
"10302";"1201-PL1-LIXI-BOAD-BOM2001";600001841;"F";"500002037";"0";"0";"0"
"10303";"1201-PL1-LIXI-BOAD-BOM2001";600001842;"F";"500002037";"0";"0";"0"
"10304";"1201-PL1-PADR-ADSO-DSM0001";600001843;"F";"500002049";"0";"0";"0"
"10305";"1201-PL1-PADR-ADSO-DSM0002";600001844;"F";"500002050";"0";"0";"0"
"10306";"1201-PL1-PADR-ADSO-TAN1001";600001845;"F";"500002051";"0";"0";"0"
"10307";"1201-PL1-PADR-ADSO-TAN1001";600001846;"F";"500002051";"0";"0";"0"
"10308";"1201-PL1-PADR-ADSO-TAN2001";600001847;"F";"500002056";"0";"0";"0"
"10309";"1201-PL1-PADR-ADSO-TAN2001";600001848;"F";"500002056";"0";"0";"0"
"10310";"1201-PL1-PADR-DESO-REA0001";600001849;"F";"500002061";"0";"0";"0"
"10311";"1201-PL1-PADR-DESO-TAN0001";600001850;"F";"500002062";"0";"0";"0"
"10312";"1201-PL1-PADR-DESO-BOM0001";600001851;"F";"500002063";"0";"0";"0"
"10313";"1201-PL1-PADR-DESO-BOM0001";600001852;"F";"500002063";"0";"0";"0"
"10314";"1201-PL1-PADR-DESO-BOM0002";600001853;"F";"500002064";"0";"0";"0"
"10315";"1201-PL1-PADR-DESO-BOM0002";600001854;"F";"500002064";"0";"0";"0"
"10316";"1201-PL1-PADR-DESO-INT0003";600001855;"F";"500002065";"0";"0";"0"
"10317";"1201-PL1-PADR-DESO-INT0003";600001856;"F";"500002065";"0";"0";"0"
"10318";"1201-PL1-PADR-DESO-INT0001";600001857;"F";"500002066";"0";"0";"0"
"10319";"1201-PL1-PADR-DESO-INT0001";600001858;"F";"500002066";"0";"0";"0"
"10320";"1201-PL1-PADR-DESO-INT0002";600001859;"F";"500002067";"0";"0";"0"
"10321";"1201-PL1-PADR-DESO-INT0002";600001860;"F";"500002067";"0";"0";"0"
"10322";"1201-PL1-PADR-DESO-INT0004";600001861;"F";"500002068";"0";"0";"0"
"10323";"1201-PL1-PADR-DESO-INT0004";600001862;"F";"500002068";"0";"0";"0"
"10324";"1201-PL1-PADR-DESO-CAL0001";600001863;"F";"500002069";"0";"0";"0"
"10325";"1201-PL1-PADR-DESO-CAL0001";600001864;"F";"500002069";"0";"0";"0"
"10326";"1201-PL1-PADR-REAC-FIL0001";600001865;"F";"500002070";"0";"0";"0"
"10327";"1201-PL1-PADR-REAC-TAN1001";600001866;"F";"500002071";"0";"0";"0"
"10328";"1201-PL1-PADR-REAC-BOM0001";600001867;"F";"500002072";"0";"0";"0"
"10329";"1201-PL1-PADR-REAC-BOM0001";600001868;"F";"500002072";"0";"0";"0"
"10330";"1201-PL1-PADR-REAC-ZAR0001";600001869;"F";"500002074";"0";"0";"0"
"10331";"1201-PL1-PADR-REAC-ZAR0001";600001870;"F";"500002074";"0";"0";"0"
"10332";"1201-PL1-PADR-REAC-REA0001";600001871;"F";"500002078";"0";"0";"0"
"10333";"1201-PL1-PADR-REAC-TAN0002";600001872;"F";"500002080";"0";"0";"0"
"10334";"1201-PL1-PADR-REAC-BOM1001";600001873;"F";"500002081";"0";"0";"0"
"10335";"1201-PL1-PADR-REAC-BOM1001";600001874;"F";"500002081";"0";"0";"0"
"10336";"1201-PL1-PADR-REAC-BOM2001";600001875;"F";"500002082";"0";"0";"0"
"10337";"1201-PL1-PADR-REAC-BOM2001";600001876;"F";"500002082";"0";"0";"0"
"10338";"1201-PL1-PADR-CCM2";600001877;"F";"500002085";"0";"0";"0"
"10339";"1201-PL1-PADR-SASA-BOM0001";600001878;"F";"500002086";"0";"0";"0"
"10340";"1201-PL1-PADR-SASA-BOM0001";600001879;"F";"500002086";"0";"0";"0"
"10341";"1201-PL2-TAAC-NEUT-ALI0001";600001880;"F";"500002117";"0";"0";"0"
"10342";"1201-PL2-TAAC-NEUT-ALI0001";600001881;"F";"500002117";"0";"0";"0"
"10343";"1201-PL2-TAAC-NEUT-TAN1001";600001882;"F";"500002120";"0";"0";"0"
"10344";"1201-PL2-TAAC-NEUT-TAN1001";600001883;"F";"500002120";"0";"0";"0"
"10345";"1201-PL2-TAAC-NEUT-TEC0001";600001884;"F";"500002121";"0";"0";"0"
"10346";"1201-PL2-TAAC-NEUT-TEC0001";600001885;"F";"500002121";"0";"0";"0"
"10347";"1201-PL2-TAAC-NEUT-TAN2001";600001886;"F";"500002123";"0";"0";"0"
"10348";"1201-PL2-TAAC-NEUT-TAN2001";600001887;"F";"500002123";"0";"0";"0"
"10349";"1201-PL2-TAAC-NEUT-BOM1001";600001888;"F";"500002124";"0";"0";"0"
"10350";"1201-PL2-TAAC-NEUT-BOM1001";600001889;"F";"500002124";"0";"0";"0"
"10351";"1201-PL2-TAAC-NEUT-TAN2002";600001890;"F";"500002126";"0";"0";"0"
"10352";"1201-PL2-TAAC-NEUT-TAN2002";600001891;"F";"500002126";"0";"0";"0"
"10353";"1201-PL2-TAAC-NEUT-TAN4001";600001892;"F";"500002127";"0";"0";"0"
"10354";"1201-PL2-TAAC-NEUT-TAN4001";600001893;"F";"500002127";"0";"0";"0"
"10355";"1201-GTE-GTEN-GELE-GEN1001";600001894;"F";"500002128";"0";"0";"0"
"10356";"1201-GTE-GTEN-GELE-GEN1001";600001895;"F";"500002128";"0";"0";"0"
"10357";"1201-PL2-TAAC-TAAC-BOM1001";600001896;"F";"500002129";"0";"0";"0"
"10358";"1201-PL2-TAAC-TAAC-BOM1001";600001897;"F";"500002129";"0";"0";"0"
"10359";"1201-PL2-TAAC-TAAC-BOM1002";600001898;"F";"500002130";"0";"0";"0"
"10360";"1201-PL2-TAAC-TAAC-BOM1002";600001899;"F";"500002130";"0";"0";"0"
"10361";"1201-PL2-TAAC-TAAC-BOM2001";600001900;"F";"500002131";"0";"0";"0"
"10362";"1201-PL2-TAAC-TAAC-BOM2001";600001901;"F";"500002131";"0";"0";"0"
"10363";"1201-PL2-TAAC-TAAC-BOM2002";600001902;"F";"500002132";"0";"0";"0"
"10364";"1201-PL2-TAAC-TAAC-BOM2002";600001903;"F";"500002132";"0";"0";"0"
"10365";"1201-PL2-TAAC-TAAC-BOM3001";600001904;"F";"500002133";"0";"0";"0"
"10366";"1201-PL2-TAAC-TAAC-BOM3001";600001905;"F";"500002133";"0";"0";"0"
"10367";"1201-PL2-TAAC-TAAC-BOM4001";600001906;"F";"500002134";"0";"0";"0"
"10368";"1201-PL2-TAAC-TAAC-BOM4001";600001907;"F";"500002134";"0";"0";"0"
"10369";"1201-PL2-TAAC-TAAC-BOM4002";600001908;"F";"500002135";"0";"0";"0"
"10370";"1201-PL2-TAAC-TAAC-BOM4002";600001909;"F";"500002135";"0";"0";"0"
"10371";"1201-PL2-TAAC-TAAC-BOM4003";600001910;"F";"500002136";"0";"0";"0"
"10372";"1201-PL2-TAAC-TAAC-BOM4003";600001911;"F";"500002136";"0";"0";"0"
"10373";"1201-PL2-TAAC-TAAC-BOM5001";600001912;"F";"500002137";"0";"0";"0"
"10374";"1201-PL2-TAAC-TAAC-BOM5001";600001913;"F";"500002137";"0";"0";"0"
"10375";"1201-PL2-TAAC-TAAC-BOM5002";600001914;"F";"500002138";"0";"0";"0"
"10376";"1201-PL2-TAAC-TAAC-BOM5002";600001915;"F";"500002138";"0";"0";"0"
"10377";"1201-PL2-TAAC-TAAC-BOM6001";600001916;"F";"500002139";"0";"0";"0"
"10378";"1201-PL2-TAAC-TAAC-BOM6001";600001917;"F";"500002139";"0";"0";"0"
"10379";"1201-PL2-TAAC-TAAC-BOM6002";600001918;"F";"500002140";"0";"0";"0"
"10380";"1201-PL2-TAAC-TAAC-BOM6002";600001919;"F";"500002140";"0";"0";"0"
"10381";"1201-PL2-TAAC-TAAC-BOM8001";600001920;"F";"500002142";"0";"0";"0"
"10382";"1201-PL2-TAAC-TAAC-BOM8001";600001921;"F";"500002142";"0";"0";"0"
"10383";"1201-PL2-TAAC-TAAC-BOM0001";600001922;"F";"500002143";"0";"0";"0"
"10384";"1201-PL2-TAAC-TAAC-BOM0001";600001923;"F";"500002143";"0";"0";"0"
"10385";"1201-PL2-TAAC-TAAC-COM0001";600001924;"F";"500002145";"0";"0";"0"
"10386";"1201-PL2-TAAC-TAAC-COM0001";600001925;"F";"500002145";"0";"0";"0"
"10387";"1201-PL2-TAAC-TAAC-COM1001";600001926;"F";"500002146";"0";"0";"0"
"10388";"1201-PL2-TAAC-TAAC-COM1001";600001927;"F";"500002146";"0";"0";"0"
"10389";"1201-PL2-TAAC-TAAC-FIL0001";600001928;"F";"500002147";"0";"0";"0"
"10390";"1201-PL2-TAAC-TAAC-FIL0001";600001929;"F";"500002147";"0";"0";"0"
"10391";"1201-PL2-TAAC-TAAC-TAN0001";600001930;"F";"500002149";"0";"0";"0"
"10392";"1201-PL2-TAAC-TAAC-TAN0001";600001931;"F";"500002149";"0";"0";"0"
"10393";"1201-PL2-TAAC-TAAC-TAN0002";600001932;"F";"500002150";"0";"0";"0"
"10394";"1201-PL2-TAAC-TAAC-TAN0002";600001933;"F";"500002150";"0";"0";"0"
"10395";"1201-PL2-TAAC-TAAC-TAN1001";600001934;"F";"500002151";"0";"0";"0"
"10396";"1201-PL2-TAAC-TAAC-TAN1001";600001935;"F";"500002151";"0";"0";"0"
"10397";"1201-PL2-TAAC-TAAC-TAN3001";600001936;"F";"500002152";"0";"0";"0"
"10398";"1201-PL2-TAAC-TAAC-TAN2001";600001937;"F";"500002153";"0";"0";"0"
"10399";"1201-PL2-TAAC-TAAC-TAN4001";600001938;"F";"500002154";"0";"0";"0"
"10400";"1201-PL2-TAAC-TAAC-TAN4001";600001939;"F";"500002154";"0";"0";"0"
"10401";"1201-PL2-TAAC-TAAC-BOM1101";600001940;"F";"500002155";"0";"0";"0"
"10402";"1201-PL2-TAAC-TAAC-BOM1101";600001941;"F";"500002155";"0";"0";"0"
"10403";"1201-PL2-TAPO-OSM1-BOM0001";600001942;"F";"500002179";"0";"0";"0"
"10404";"1201-PL2-TAPO-OSM1-BOM0001";600001943;"F";"500002179";"0";"0";"0"
"10405";"1201-PL2-TAPO-OSM1-BOM2001";600001944;"F";"500002182";"0";"0";"0"
"10406";"1201-PL2-TAPO-OSM1-BOM2001";600001945;"F";"500002182";"0";"0";"0"
"10407";"1201-PL2-TAPO-OSM2-BOM3001";600001946;"F";"500002190";"0";"0";"0"
"10408";"1201-PL2-TAPO-OSM2-BOM3001";600001947;"F";"500002190";"0";"0";"0"
"10409";"1201-PL2-TAPO-OSM2-BOM4001";600001948;"F";"500002192";"0";"0";"0"
"10410";"1201-PL2-TAPO-OSM2-BOM4001";600001949;"F";"500002192";"0";"0";"0"
"10411";"1201-PL2-TAPO-OSM2-BOM0001";600001950;"F";"500002193";"0";"0";"0"
"10412";"1201-PL2-TAPO-OSM2-BOM0001";600001951;"F";"500002193";"0";"0";"0"
"10413";"1201-PL2-TAPO-OSM1-BOM2002";600001952;"F";"500002197";"0";"0";"0"
"10414";"1201-PL2-TAPO-OSM1-BOM2002";600001953;"F";"500002197";"0";"0";"0"
"10415";"1201-PL2-TAPO-OSM1-AGI0001";600001954;"F";"500002198";"0";"0";"0"
"10416";"1201-PL2-TAPO-OSM1-AGI0001";600001955;"F";"500002198";"0";"0";"0"
"10417";"1201-AUX-LQUI-PREP-CHA0002";600001956;"F";"500002202";"0";"0";"0"
"10418";"1201-AUX-LQUI-PREP-CHA0002";600001957;"F";"500002202";"0";"0";"0"
"10419";"1201-AUX-LQUI-PREP-CHA0001";600001958;"F";"500002203";"0";"0";"0"
"10420";"1201-AUX-LQUI-PREP-CHA0001";600001959;"F";"500002203";"0";"0";"0"
